area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,data_type
US000,2,621492,18,0,2024,1,7,80,82,82,1226255,0,0,1160,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,5,6.7,7,9.3,6,7.9,64870,5.6,0,0.0,0,0.0,-26,-2.2,Information Technology
US000,2,621493,18,0,2024,1,22,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,621498,18,0,2024,1,316,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,6215,16,0,2024,1,18,1333,1343,1360,22271520,0,0,1273,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,62151,17,0,2024,1,18,1333,1343,1360,22271520,0,0,1273,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,621511,18,0,2024,1,15,1057,1067,1082,19403647,0,0,1397,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,7.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,621512,18,0,2024,1,3,276,276,278,2867873,0,0,797,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,12,4.5,11,4.2,16,6.1,-968235,-25.2,0,0.0,0,0.0,-322,-28.8,Information Technology
US000,2,6216,16,0,2024,1,4,80,80,81,1086317,0,0,1040,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,5,6.7,4,5.3,4,5.2,200981,22.7,0,0.0,0,0.0,144,16.1,Information Technology
US000,2,62161,17,0,2024,1,4,80,80,81,1086317,0,0,1040,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,5,6.7,4,5.3,4,5.2,200981,22.7,0,0.0,0,0.0,144,16.1,Information Technology
US000,2,621610,18,0,2024,1,4,80,80,81,1086317,0,0,1040,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,5,6.7,4,5.3,4,5.2,200981,22.7,0,0.0,0,0.0,144,16.1,Information Technology
US000,2,6219,16,0,2024,1,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,62191,17,0,2024,1,1,6,6,6,92232,0,0,1182,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0,0.0,-3,-33.3,0,0.0,-213,-0.2,0,0.0,0,0.0,166,16.3,Information Technology
US000,2,621910,18,0,2024,1,1,6,6,6,92232,0,0,1182,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0,0.0,-3,-33.3,0,0.0,-213,-0.2,0,0.0,0,0.0,166,16.3,Information Technology
US000,2,62199,17,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,621991,18,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,622,15,0,2024,1,1126,431030,433124,434939,9741021326,97480650,195769,1730,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.1,28953,7.2,29892,7.4,28495,7.0,1146458304,13.3,-6231237,-6.0,183137,1449.8,93,5.7,Information Technology
US000,2,6221,16,0,2024,1,120,285496,287040,288281,6507022963,45649046,94523,1744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4.3,22665,8.6,23061,8.7,21913,8.2,818876847,14.4,-4812984,-9.5,92560,4715.2,89,5.4,Information Technology
US000,2,62211,17,0,2024,1,120,285496,287040,288281,6507022963,45649046,94523,1744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4.3,22665,8.6,23061,8.7,21913,8.2,818876847,14.4,-4812984,-9.5,92560,4715.2,89,5.4,Information Technology
US000,2,622110,18,0,2024,1,120,285496,287040,288281,6507022963,45649046,94523,1744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4.3,22665,8.6,23061,8.7,21913,8.2,818876847,14.4,-4812984,-9.5,92560,4715.2,89,5.4,Information Technology
US000,2,6222,16,0,2024,1,976,108015,108351,108824,2225255980,51831604,101246,1579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6,-0.6,3765,3.6,4148,4.0,4076,3.9,208920160,10.4,-1418253,-2.7,90577,849.0,93,6.3,Information Technology
US000,2,62221,17,0,2024,1,976,108015,108351,108824,2225255980,51831604,101246,1579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6,-0.6,3765,3.6,4148,4.0,4076,3.9,208920160,10.4,-1418253,-2.7,90577,849.0,93,6.3,Information Technology
US000,2,622210,18,0,2024,1,976,108015,108351,108824,2225255980,51831604,101246,1579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6,-0.6,3765,3.6,4148,4.0,4076,3.9,208920160,10.4,-1418253,-2.7,90577,849.0,93,6.3,Information Technology
US000,2,6223,16,0,2024,1,30,37519,37733,37834,1008742383,0,0,2058,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,7.1,2523,7.2,2683,7.7,2506,7.1,118661297,13.3,0,0.0,0,0.0,109,5.6,Information Technology
US000,2,62231,17,0,2024,1,30,37519,37733,37834,1008742383,0,0,2058,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,7.1,2523,7.2,2683,7.7,2506,7.1,118661297,13.3,0,0.0,0,0.0,109,5.6,Information Technology
US000,2,622310,18,0,2024,1,30,37519,37733,37834,1008742383,0,0,2058,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,7.1,2523,7.2,2683,7.7,2506,7.1,118661297,13.3,0,0.0,0,0.0,109,5.6,Information Technology
US000,2,623,15,0,2024,1,1843,105389,105828,106133,1928556098,75411318,146486,1402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0.2,2406,2.3,2462,2.4,2682,2.6,161975767,9.2,60421459,403.1,128025,693.5,86,6.5,Information Technology
US000,2,6231,16,0,2024,1,119,16837,16922,16975,251039924,3854891,5782,1142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2,-1.7,481,2.9,593,3.6,707,4.3,23419114,10.3,457366,13.5,-2712,-31.9,69,6.4,Information Technology
US000,2,62311,17,0,2024,1,119,16837,16922,16975,251039924,3854891,5782,1142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2,-1.7,481,2.9,593,3.6,707,4.3,23419114,10.3,457366,13.5,-2712,-31.9,69,6.4,Information Technology
US000,2,623110,18,0,2024,1,119,16837,16922,16975,251039924,3854891,5782,1142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2,-1.7,481,2.9,593,3.6,707,4.3,23419114,10.3,457366,13.5,-2712,-31.9,69,6.4,Information Technology
US000,2,6232,16,0,2024,1,1147,76171,76486,76741,1417040870,64968817,127529,1426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,3108,4.3,3151,4.3,3093,4.2,142232632,11.2,61002074,1537.8,117916,1226.6,89,6.7,Information Technology
US000,2,62321,17,0,2024,1,996,68098,68377,68445,1273482069,54138535,105865,1434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2,-0.2,2401,3.7,2382,3.6,2155,3.3,120393905,10.4,50171792,1264.8,96252,1001.3,90,6.7,Information Technology
US000,2,623210,18,0,2024,1,996,68098,68377,68445,1273482069,54138535,105865,1434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2,-0.2,2401,3.7,2382,3.6,2155,3.3,120393905,10.4,50171792,1264.8,96252,1001.3,90,6.7,Information Technology
US000,2,62322,17,0,2024,1,151,8073,8109,8296,143558801,10830282,21664,1353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.3,707,9.6,769,10.5,938,12.7,21838727,17.9,10830282,100.0,21664,100.0,80,6.3,Information Technology
US000,2,623220,18,0,2024,1,151,8073,8109,8296,143558801,10830282,21664,1353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.3,707,9.6,769,10.5,938,12.7,21838727,17.9,10830282,100.0,21664,100.0,80,6.3,Information Technology
US000,2,6233,16,0,2024,1,280,4153,4167,4179,68955802,0,0,1273,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-6,-2.1,-39,-0.9,-67,-1.6,-42,-1.0,4539686,7.0,0,0.0,0,0.0,98,8.3,Information Technology
US000,2,62331,17,0,2024,1,280,4153,4167,4179,68955802,0,0,1273,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-6,-2.1,-39,-0.9,-67,-1.6,-42,-1.0,4539686,7.0,0,0.0,0,0.0,98,8.3,Information Technology
US000,2,623311,18,0,2024,1,16,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,623312,18,0,2024,1,264,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,6239,16,0,2024,1,297,8228,8253,8238,191519502,6587610,13175,1788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,4.2,-1144,-12.2,-1215,-12.8,-1076,-11.6,-8215665,-4.1,-1037981,-13.6,12821,3621.8,151,9.2,Information Technology
US000,2,62399,17,0,2024,1,297,8228,8253,8238,191519502,6587610,13175,1788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,4.2,-1144,-12.2,-1215,-12.8,-1076,-11.6,-8215665,-4.1,-1037981,-13.6,12821,3621.8,151,9.2,Information Technology
US000,2,623990,18,0,2024,1,297,8228,8253,8238,191519502,6587610,13175,1788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,4.2,-1144,-12.2,-1215,-12.8,-1076,-11.6,-8215665,-4.1,-1037981,-13.6,12821,3621.8,151,9.2,Information Technology
US000,2,624,15,0,2024,1,2543,96809,97067,96887,1521607660,34496844,133702,1208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-137,-5.1,32,0.0,-250,-0.3,-701,-0.7,45068061,3.1,18530042,116.1,57638,75.8,40,3.4,Information Technology
US000,2,6241,16,0,2024,1,1864,83471,83651,83508,1324354545,31865454,104315,1219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-132,-6.6,-429,-0.5,-614,-0.7,-1022,-1.2,29717996,2.3,18750305,143.0,58020,125.3,37,3.1,Information Technology
US000,2,62411,17,0,2024,1,627,28365,28486,28329,480256058,5366454,51380,1301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-97,-13.4,1048,3.8,994,3.6,691,2.5,33928182,7.6,866959,19.3,5298,11.5,52,4.2,Information Technology
US000,2,624110,18,0,2024,1,627,28365,28486,28329,480256058,5366454,51380,1301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-97,-13.4,1048,3.8,994,3.6,691,2.5,33928182,7.6,866959,19.3,5298,11.5,52,4.2,Information Technology
US000,2,62412,17,0,2024,1,176,4445,4464,4504,67845181,11273493,22479,1167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4,-2.2,335,8.2,340,8.2,368,8.9,7790912,13.0,11213699,18753.9,22282,11310.7,47,4.2,Information Technology
US000,2,624120,18,0,2024,1,176,4445,4464,4504,67845181,11273493,22479,1167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4,-2.2,335,8.2,340,8.2,368,8.9,7790912,13.0,11213699,18753.9,22282,11310.7,47,4.2,Information Technology
US000,2,62419,17,0,2024,1,1061,50661,50701,50675,776253306,15225507,30456,1178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-31,-2.8,-1812,-3.5,-1948,-3.7,-2081,-3.9,-12001098,-1.5,6669647,78.0,30440,190250.0,26,2.3,Information Technology
US000,2,624190,18,0,2024,1,1061,50661,50701,50675,776253306,15225507,30456,1178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-31,-2.8,-1812,-3.5,-1948,-3.7,-2081,-3.9,-12001098,-1.5,6669647,78.0,30440,190250.0,26,2.3,Information Technology
US000,2,6242,16,0,2024,1,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,62422,17,0,2024,1,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,624229,18,0,2024,1,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,6243,16,0,2024,1,653,12057,12089,12050,182516687,7000,140,1164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4,-0.6,397,3.4,330,2.8,303,2.6,14151646,8.4,-686,-8.9,-29,-17.2,59,5.3,Information Technology
US000,2,62431,17,0,2024,1,653,12057,12089,12050,182516687,7000,140,1164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4,-0.6,397,3.4,330,2.8,303,2.6,14151646,8.4,-686,-8.9,-29,-17.2,59,5.3,Information Technology
US000,2,624310,18,0,2024,1,653,12057,12089,12050,182516687,7000,140,1164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4,-0.6,397,3.4,330,2.8,303,2.6,14151646,8.4,-686,-8.9,-29,-17.2,59,5.3,Information Technology
US000,2,6244,16,0,2024,1,23,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,62441,17,0,2024,1,23,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,624410,18,0,2024,1,23,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,71,14,0,2024,1,940,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,711,15,0,2024,1,33,2984,3095,2965,33152867,15524033,405931,846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,170,6.0,143,4.8,114,4.0,3333297,11.2,1423388,10.1,13753,3.5,47,5.9,Information Technology
US000,2,7111,16,0,2024,1,1,151,143,164,2403444,0,0,1211,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,2,1.3,-2,-1.4,6,3.8,318880,15.3,0,0.0,0,0.0,147,13.8,Information Technology
US000,2,71113,17,0,2024,1,1,151,143,164,2403444,0,0,1211,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,2,1.3,-2,-1.4,6,3.8,318880,15.3,0,0.0,0,0.0,147,13.8,Information Technology
US000,2,711130,18,0,2024,1,1,151,143,164,2403444,0,0,1211,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,2,1.3,-2,-1.4,6,3.8,318880,15.3,0,0.0,0,0.0,147,13.8,Information Technology
US000,2,7112,16,0,2024,1,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,71121,17,0,2024,1,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,711211,18,0,2024,1,1,292,301,272,4129689,4025844,24155,1102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,34,13.2,41,15.8,5,1.9,473326,12.9,456753,12.8,2740,12.8,27,2.5,Information Technology
US000,2,711219,18,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,7113,16,0,2024,1,30,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,71131,17,0,2024,1,29,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,711310,18,0,2024,1,29,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,71132,17,0,2024,1,1,2,2,2,34191,0,0,1315,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0,0.0,1,100.0,0,0.0,11302,49.4,0,0.0,0,0.0,259,24.5,Information Technology
US000,2,711320,18,0,2024,1,1,2,2,2,34191,0,0,1315,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0,0.0,1,100.0,0,0.0,11302,49.4,0,0.0,0,0.0,259,24.5,Information Technology
US000,2,712,15,0,2024,1,874,12861,12213,12484,150020030,414552,19961,922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,0.8,1182,10.1,497,4.2,436,3.6,13758331,10.1,15967,4.0,6582,49.2,35,3.9,Information Technology
US000,2,7121,16,0,2024,1,874,12861,12213,12484,150020030,414552,19961,922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,0.8,1182,10.1,497,4.2,436,3.6,13758331,10.1,15967,4.0,6582,49.2,35,3.9,Information Technology
US000,2,71211,17,0,2024,1,148,3224,3257,3296,40347026,41881,0,952,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-5,-3.3,277,9.4,286,9.6,277,9.2,4771974,13.4,-3561,-7.8,0,0.0,33,3.6,Information Technology
US000,2,712110,18,0,2024,1,148,3224,3257,3296,40347026,41881,0,952,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-5,-3.3,277,9.4,286,9.6,277,9.2,4771974,13.4,-3561,-7.8,0,0.0,33,3.6,Information Technology
US000,2,71212,17,0,2024,1,60,812,807,792,8364796,0,0,801,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,50,6.6,33,4.3,5,0.6,583142,7.5,0,0.0,0,0.0,28,3.6,Information Technology
US000,2,712120,18,0,2024,1,60,812,807,792,8364796,0,0,801,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,50,6.6,33,4.3,5,0.6,583142,7.5,0,0.0,0,0.0,28,3.6,Information Technology
US000,2,71213,17,0,2024,1,2,315,314,323,4344922,62157,5022,1053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,42,15.4,43,15.9,48,17.5,860947,24.7,-594,-0.9,4972,9944.0,71,7.2,Information Technology
US000,2,712130,18,0,2024,1,2,315,314,323,4344922,62157,5022,1053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,42,15.4,43,15.9,48,17.5,860947,24.7,-594,-0.9,4972,9944.0,71,7.2,Information Technology
US000,2,71219,17,0,2024,1,664,8510,7835,8073,96963286,310514,14939,916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,1.8,813,10.6,135,1.8,106,1.3,7542268,8.4,20122,6.9,1610,12.1,33,3.7,Information Technology
US000,2,712190,18,0,2024,1,664,8510,7835,8073,96963286,310514,14939,916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,1.8,813,10.6,135,1.8,106,1.3,7542268,8.4,20122,6.9,1610,12.1,33,3.7,Information Technology
US000,2,713,15,0,2024,1,33,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,7132,16,0,2024,1,18,872,874,885,16334708,1949907,27786,1433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-5.3,-11,-1.2,-13,-1.5,-4,-0.4,701314,4.5,103726,5.6,23632,568.9,76,5.6,Information Technology
US000,2,71329,17,0,2024,1,18,872,874,885,16334708,1949907,27786,1433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-5.3,-11,-1.2,-13,-1.5,-4,-0.4,701314,4.5,103726,5.6,23632,568.9,76,5.6,Information Technology
US000,2,713290,18,0,2024,1,18,872,874,885,16334708,1949907,27786,1433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-5.3,-11,-1.2,-13,-1.5,-4,-0.4,701314,4.5,103726,5.6,23632,568.9,76,5.6,Information Technology
US000,2,7139,16,0,2024,1,15,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-11.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,71391,17,0,2024,1,2,124,120,123,861006,0,0,541,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1,-33.3,7,6.0,3,2.6,5,4.2,30668,3.7,0,0.0,0,0.0,-3,-0.6,Information Technology
US000,2,713910,18,0,2024,1,2,124,120,123,861006,0,0,541,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1,-33.3,7,6.0,3,2.6,5,4.2,30668,3.7,0,0.0,0,0.0,-3,-0.6,Information Technology
US000,2,71394,17,0,2024,1,2,177,184,181,3918049,0,0,1668,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,7,4.1,16,9.5,15,9.0,606368,18.3,0,0.0,0,0.0,152,10.0,Information Technology
US000,2,713940,18,0,2024,1,2,177,184,181,3918049,0,0,1668,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,7,4.1,16,9.5,15,9.0,606368,18.3,0,0.0,0,0.0,152,10.0,Information Technology
US000,2,71399,17,0,2024,1,11,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,713990,18,0,2024,1,11,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,72,14,0,2024,1,14,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,2,721,15,0,2024,1,10,390,397,382,2160257,41287,70,426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,-44,-10.1,-49,-11.0,-50,-11.6,-116517,-5.1,12087,41.4,-70,-50.0,26,6.5,Information Technology
US000,2,7211,16,0,2024,1,9,382,389,373,2118386,0,0,427,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-48,-11.2,-53,-12.0,-51,-12.0,-128792,-5.7,0,0.0,0,0.0,27,6.8,Information Technology
US000,2,72111,17,0,2024,1,8,374,382,366,2006326,0,0,413,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-46,-11.0,-52,-12.0,-50,-12.0,-129430,-6.1,0,0.0,0,0.0,25,6.4,Information Technology
US000,2,721110,18,0,2024,1,8,374,382,366,2006326,0,0,413,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-46,-11.0,-52,-12.0,-50,-12.0,-129430,-6.1,0,0.0,0,0.0,25,6.4,Information Technology
US000,2,72119,17,0,2024,1,1,8,7,7,112060,0,0,1175,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-2,-20.0,-1,-12.5,-1,-12.5,638,0.6,0,0.0,0,0.0,186,18.8,Information Technology
US000,2,721199,18,0,2024,1,1,8,7,7,112060,0,0,1175,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-2,-20.0,-1,-12.5,-1,-12.5,638,0.6,0,0.0,0,0.0,186,18.8,Information Technology
US000,2,7212,16,0,2024,1,1,8,8,9,41871,41287,70,387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,4,100.0,4,100.0,1,12.5,12275,41.5,12087,41.4,-70,-50.0,-40,-9.4,Information Technology
US000,2,72121,17,0,2024,1,1,8,8,9,41871,41287,70,387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,4,100.0,4,100.0,1,12.5,12275,41.5,12087,41.4,-70,-50.0,-40,-9.4,Information Technology
US000,2,721214,18,0,2024,1,1,8,8,9,41871,41287,70,387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,4,100.0,4,100.0,1,12.5,12275,41.5,12087,41.4,-70,-50.0,-40,-9.4,Information Technology
US000,2,722,15,0,2024,1,4,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
