area_fips,own_code,Industry Code,agglvl_code,size_code,year,qtr,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg
51600,3,10,71,0,2020,A,17,1069,78814746,-,0,1418,73751,6555822,9.1,-
51600,3,101,72,0,2020,A,1,0,-,-,0,-,-,-,-,-
51600,3,102,72,0,2020,A,16,0,-,-,0,-,-,-,-,-
51600,3,1021,73,0,2020,A,2,0,-,-,0,-,-,-,-,-
51600,3,1024,73,0,2020,A,3,46,3237308,-,0,1349,70122,269659,9.1,-
51600,3,54,74,0,2020,A,1,0,-,-,0,-,-,-,-,-
51600,3,541,75,0,2020,A,1,0,-,-,0,-,-,-,-,-
51600,5,10,71,0,2020,A,1642,16351,1013630029,161327174,1226804,1192,61992,-8311338,-0.8,-13079349
51600,5,101,72,0,2020,A,90,574,35105031,5738148,54016,1177,61185,-2139027,-5.7,-731569
51600,5,102,72,0,2020,A,1552,15777,978524998,155589026,1172788,1193,62021,-6172311,-0.6,-12347780
51600,5,1021,73,0,2020,A,191,3373,164180062,33296372,249910,936,48677,591431,0.4,-1306257
51600,5,1023,73,0,2020,A,156,1226,133249033,11917000,104546,2091,108730,28464895,27.2,1124753
51600,5,1024,73,0,2020,A,544,4399,409243454,46465575,457350,1789,93042,3688424,0.9,-2009284
51600,5,1025,73,0,2020,A,270,3343,154025088,29265464,174819,886,46072,-9561213,-5.8,-3240209
51600,5,54,74,0,2020,A,461,3079,328348109,29841026,266591,2051,106647,6287166,2,170263
51600,5,541,75,0,2020,A,461,3079,328348109,29841026,266591,2051,106647,6287166,2,170263
51600,5,62,74,0,2020,A,240,2959,135671846,27638993,163376,882,45844,-9914629,-6.8,-3144071
51600,0,10,70,0,2021,A,1740,18862,1220483620,169589368,1963556,1244,64707,85258471,7.5,8262194
51600,1,10,71,0,2021,A,7,282,22678622,-,0,1545,80326,531555,2.4,-
51600,1,102,72,0,2021,A,7,282,22678622,-,0,1545,80326,531555,2.4,-
51600,1,1021,73,0,2021,A,2,187,11544163,-,0,1189,61816,160809,1.4,-
51600,2,10,71,0,2021,A,19,332,23569340,-,0,1364,70903,2936033,14.2,-
51600,2,102,72,0,2021,A,19,332,23569340,-,0,1364,70903,2936033,14.2,-
51600,2,1025,73,0,2021,A,4,160,13724420,-,0,1654,86002,2392370,21.1,-
51600,2,62,74,0,2021,A,2,0,-,-,0,-,-,-,-,-
51600,3,10,71,0,2021,A,17,1292,88604020,-,0,1318,68557,9789274,12.4,-
51600,3,101,72,0,2021,A,1,0,-,-,0,-,-,-,-,-
51600,3,102,72,0,2021,A,16,0,-,-,0,-,-,-,-,-
51600,3,1021,73,0,2021,A,2,0,-,-,0,-,-,-,-,-
51600,3,1024,73,0,2021,A,3,45,3083711,-,0,1306,67898,-153597,-4.7,-
51600,3,54,74,0,2021,A,1,0,-,-,0,-,-,-,-,-
51600,3,541,75,0,2021,A,1,0,-,-,0,-,-,-,-,-
51600,5,10,71,0,2021,A,1697,16955,1085631638,169589368,1963556,1231,64032,72001609,7.1,8262194
51600,5,101,72,0,2021,A,92,604,39478739,6186026,88572,1257,65371,4373708,12.5,447878
51600,5,102,72,0,2021,A,1605,16351,1046152899,163403342,1874984,1230,63983,67627901,6.9,7814316
51600,5,1021,73,0,2021,A,199,3535,182684228,34453911,369156,994,51677,18504166,11.3,1157539
51600,5,1023,73,0,2021,A,159,1042,116260404,11639406,178312,2146,111583,-16988629,-12.7,-277594
51600,5,1024,73,0,2021,A,554,4527,451778962,49945873,736883,1919,99789,42535508,10.4,3480298
51600,5,1025,73,0,2021,A,286,3397,160831566,28957983,250832,911,47350,6806478,4.4,-307481
51600,5,54,74,0,2021,A,473,3307,378972214,33762907,524737,2204,114583,50624105,15.4,3921881
51600,5,541,75,0,2021,A,473,3307,378972214,33762907,524737,2204,114583,50624105,15.4,3921881
51600,5,62,74,0,2021,A,253,2968,141024279,27086449,231422,914,47512,5352433,3.9,-552544
51600,0,10,70,0,2022,A,1897,21750,1470039084,186510059,1688769,1300,67588,249555464,20.4,16920691
51600,1,10,71,0,2022,A,12,402,41942710,-,0,2005,104249,19264088,84.9,-
51600,1,102,72,0,2022,A,12,402,41942710,-,0,2005,104249,19264088,84.9,-
51600,1,1021,73,0,2022,A,2,180,12421382,-,0,1326,68976,877219,7.6,-
51600,2,10,71,0,2022,A,20,330,25310430,-,0,1475,76698,1741090,7.4,-
51600,2,101,72,0,2022,A,0,1,43412,-,0,1252,65118,-,-,-
51600,2,102,72,0,2022,A,20,329,25267018,-,0,1475,76722,1697678,7.2,-
51600,2,1025,73,0,2022,A,4,155,14702247,-,0,1824,94853,977827,7.1,-
51600,2,62,74,0,2022,A,2,91,5863852,-,0,1238,64379,-,-,-
51600,3,10,71,0,2022,A,20,3321,248624540,-,0,1440,74876,160020520,180.6,-
51600,3,101,72,0,2022,A,1,40,3043123,-,0,1448,75294,-,-,-
51600,3,102,72,0,2022,A,19,3280,245581417,-,0,1440,74870,-,-,-
51600,3,1021,73,0,2022,A,2,48,3129278,-,0,1247,64856,-,-,-
51600,3,1024,73,0,2022,A,3,50,3632655,-,0,1407,73141,548944,17.8,-
51600,3,1025,73,0,2022,A,1,654,56966397,-,0,1675,87116,-,-,-
51600,3,54,74,0,2022,A,1,16,1528383,-,0,1856,96529,-,-,-
51600,3,541,75,0,2022,A,1,16,1528383,-,0,1856,96529,-,-,-
51600,3,62,74,0,2022,A,1,654,56966397,-,0,1675,87116,-,-,-
51600,5,10,71,0,2022,A,1844,17697,1154161404,186510059,1688769,1254,65218,68529766,6.3,16920691
51600,5,101,72,0,2022,A,100,669,45922231,7286718,90699,1320,68643,6443492,16.3,1100692
51600,5,102,72,0,2022,A,1745,17028,1108239173,179223341,1598070,1252,65083,62086274,5.9,15819999
51600,5,1021,73,0,2022,A,213,3464,195673796,35190446,301907,1086,56492,12989568,7.1,736535
51600,5,1023,73,0,2022,A,174,972,111381893,11161327,130609,2203,114581,-4878511,-4.2,-478079
51600,5,1024,73,0,2022,A,598,4702,478560635,52930684,537581,1957,101776,26781673,5.9,2984811
51600,5,1025,73,0,2022,A,312,3470,162790068,33096324,255849,902,46920,1958502,1.2,4138341
51600,5,54,74,0,2022,A,506,3367,392699797,35849243,359679,2243,116646,13727583,3.6,2086336
51600,5,541,75,0,2022,A,506,3367,392699797,35849243,359679,2243,116646,13727583,3.6,2086336
51600,5,62,74,0,2022,A,274,2978,141036834,31000073,228100,911,47360,12555,-,3913624
51600,0,10,70,0,2023,A,1837,23381,1670677793,201440116,1257102,1374,71456,200638709,13.6,14930057
51600,1,10,71,0,2023,A,20,665,82435159,-,0,2383,123916,40492449,96.5,-
51600,1,102,72,0,2023,A,20,665,82435159,-,0,2383,123916,40492449,96.5,-
51600,1,1021,73,0,2023,A,2,176,12805659,-,0,1396,72588,384277,3.1,-
51600,1,1023,73,0,2023,A,0,2,349447,-,0,2880,149763,-,-,-
51600,2,10,71,0,2023,A,25,362,28989594,-,0,1540,80063,3679164,14.5,-
51600,2,101,72,0,2023,A,1,18,1546748,-,0,1637,85142,1503336,3463,-
51600,2,102,72,0,2023,A,24,344,27442846,-,0,1535,79795,2175828,8.6,-
51600,2,1025,73,0,2023,A,4,166,15750074,-,0,1823,94785,1047827,7.1,-
51600,2,62,74,0,2023,A,2,106,7069962,-,0,1282,66645,1206110,20.6,-
51600,3,10,71,0,2023,A,20,3363,272204988,-,0,1556,80937,23580448,9.5,-
51600,3,101,72,0,2023,A,1,41,3168830,-,0,1499,77922,125707,4.1,-
51600,3,102,72,0,2023,A,19,3323,269036158,-,0,1557,80974,23454741,9.6,-
51600,3,1021,73,0,2023,A,2,51,3421491,-,0,1290,67088,292213,9.3,-
51600,3,1024,73,0,2023,A,3,54,4052453,-,0,1448,75278,419798,11.6,-
51600,3,1025,73,0,2023,A,1,666,65126225,-,0,1881,97812,8159828,14.3,-
51600,3,54,74,0,2023,A,1,18,1827909,-,0,1926,100159,299526,19.6,-
51600,3,541,75,0,2023,A,1,18,1827909,-,0,1926,100159,299526,19.6,-
51600,3,62,74,0,2023,A,1,666,65126225,-,0,1881,97812,8159828,14.3,-
51600,5,10,71,0,2023,A,1771,18990,1287048052,201440116,1257102,1303,67774,132886648,11.5,14930057
51600,5,101,72,0,2023,A,101,698,46697169,7409349,58189,1287,66941,774938,1.7,122631
51600,5,102,72,0,2023,A,1671,18293,1240350883,194030767,1198913,1304,67806,132111710,11.9,14807426
51600,5,1021,73,0,2023,A,209,3482,197652005,34901675,180724,1092,56761,1978209,1,-288771
51600,5,1023,73,0,2023,A,168,921,97996444,9599279,52854,2046,106383,-13385449,-12,-1562048
51600,5,1024,73,0,2023,A,554,5117,579262631,58782977,364456,2177,113202,100701996,21,5852293
51600,5,1025,73,0,2023,A,324,4150,194670897,41819578,343043,902,46904,31880829,19.6,8723254
51600,5,54,74,0,2023,A,464,3394,466222880,34669139,202526,2642,137367,73523083,18.7,-1180104
51600,5,541,75,0,2023,A,464,3394,466222880,34669139,202526,2642,137367,73523083,18.7,-1180104
51600,5,62,74,0,2023,A,287,3808,183980132,39621589,322754,929,48318,42943298,30.4,8621516
51107,0,10,70,0,2020,A,12933,165166,12087623391,1386679480,12286087,1407,73185,387647399,3.3,-58035293
51107,1,10,71,0,2020,A,46,4792,499646931,-,0,2005,104274,41483014,9.1,-
51107,1,102,72,0,2020,A,46,4792,499646931,-,0,2005,104274,41483014,9.1,-
51107,1,1021,73,0,2020,A,22,1663,170883938,-,0,1976,102772,-5615435,-3.2,-
51107,1,1023,73,0,2020,A,1,0,-,-,0,-,-,-,-,-
51107,1,1024,73,0,2020,A,2,31,3535126,-,0,2187,113731,-138590,-3.8,-
51107,1,54,74,0,2020,A,2,31,3535126,-,0,2187,113731,-138590,-3.8,-
51107,1,541,75,0,2020,A,2,31,3535126,-,0,2187,113731,-138590,-3.8,-
51107,2,10,71,0,2020,A,21,1044,45794507,-,0,843,43847,1216359,2.7,-
51107,2,101,72,0,2020,A,1,0,-,-,0,-,-,-,-,-
51107,2,102,72,0,2020,A,20,0,-,-,0,-,-,-,-,-
51107,2,1025,73,0,2020,A,3,0,-,-,0,-,-,-,-,-
51107,2,62,74,0,2020,A,1,0,-,-,0,-,-,-,-,-
51107,3,10,71,0,2020,A,244,21391,1278061596,5185257,10667,1149,59749,140894087,12.4,-889813
51107,3,102,72,0,2020,A,244,21391,1278061596,5185257,10667,1149,59749,140894087,12.4,-889813
51107,3,1021,73,0,2020,A,4,2264,142420833,-,0,1210,62907,4905596,3.6,-
51107,3,1024,73,0,2020,A,1,0,-,-,0,-,-,-,-,-
51107,3,1025,73,0,2020,A,123,14060,774810446,-,0,1060,55109,77370929,11.1,-
51107,3,54,74,0,2020,A,1,0,-,-,0,-,-,-,-,-
51107,3,541,75,0,2020,A,1,0,-,-,0,-,-,-,-,-
51107,3,62,74,0,2020,A,21,837,43923981,-,0,1009,52452,8650910,24.5,-
51107,5,10,71,0,2020,A,12622,137940,10264120357,1381494223,12275420,1431,74410,204053939,2,-57145480
51107,5,101,72,0,2020,A,1175,25140,2207172275,262047789,2512086,1688,87795,92817425,4.4,-3664073
51107,5,102,72,0,2020,A,11448,112799,8056948082,1119446434,9763334,1374,71427,111236514,1.4,-53481407
51107,5,1021,73,0,2020,A,1712,29895,1388915793,285182743,1770587,893,46459,-23043087,-1.6,-8090047
51107,5,1023,73,0,2020,A,907,5816,634740033,55740423,509833,2099,109135,44260954,7.5,-3338275
51107,5,1024,73,0,2020,A,4357,32431,3118493053,344305296,3981293,1849,96158,164173190,5.6,-5897099
51107,5,1025,73,0,2020,A,1652,16012,880995176,143053752,891630,1058,55020,20146582,2.3,-2906128
51107,5,54,74,0,2020,A,3576,21023,2462800615,214957524,2549714,2253,117146,152032238,6.6,-5512393
51107,5,541,75,0,2020,A,3576,21023,2462800615,214957524,2549714,2253,117146,152032238,6.6,-5512393
51107,5,62,74,0,2020,A,1421,13121,744901447,118857484,690386,1092,56771,29230509,4.1,639545
51107,0,10,70,0,2021,A,13591,172484,12943519988,1465289906,17122773,1443,75042,855896597,7.1,78610426
51107,1,10,71,0,2021,A,46,5269,580508944,-,0,2119,110167,80862013,16.2,-
51107,1,102,72,0,2021,A,46,5269,580508944,-,0,2119,110167,80862013,16.2,-
51107,1,1021,73,0,2021,A,21,1672,177083358,-,0,2037,105922,6199420,3.6,-
51107,1,1023,73,0,2021,A,0,0,-,-,0,-,-,-,-,-
51107,1,1024,73,0,2021,A,2,33,3739888,-,0,2185,113617,204762,5.8,-
51107,1,54,74,0,2021,A,2,33,3739888,-,0,2185,113617,204762,5.8,-
51107,1,541,75,0,2021,A,2,33,3739888,-,0,2185,113617,204762,5.8,-
51107,2,10,71,0,2021,A,21,972,45656339,-,0,903,46976,-138168,-0.3,-
51107,2,101,72,0,2021,A,1,0,-,-,0,-,-,-,-,-
51107,2,102,72,0,2021,A,20,0,-,-,0,-,-,-,-,-
51107,2,1025,73,0,2021,A,3,0,-,-,0,-,-,-,-,-
51107,2,62,74,0,2021,A,1,0,-,-,0,-,-,-,-,-
51107,3,10,71,0,2021,A,242,21679,1361101357,5782720,23682,1207,62784,83039761,6.5,597463
51107,3,102,72,0,2021,A,242,21679,1361101357,5782720,23682,1207,62784,83039761,6.5,597463
51107,3,1021,73,0,2021,A,4,2242,148334637,-,0,1273,66177,5913804,4.2,-
51107,3,1024,73,0,2021,A,1,0,-,-,0,-,-,-,-,-
51107,3,1025,73,0,2021,A,123,13973,819392772,-,0,1128,58643,44582326,5.8,-
51107,3,54,74,0,2021,A,1,0,-,-,0,-,-,-,-,-
51107,3,541,75,0,2021,A,1,0,-,-,0,-,-,-,-,-
51107,3,62,74,0,2021,A,21,877,46729795,-,0,1025,53284,2805814,6.4,-
51107,5,10,71,0,2021,A,13282,144564,10956253348,1459507186,17099091,1457,75788,692132991,6.7,78012963
51107,5,101,72,0,2021,A,1229,26108,2208446456,272893933,3553545,1627,84589,1274181,0.1,10846144
51107,5,102,72,0,2021,A,12054,118456,8747806892,1186613253,13545546,1420,73849,690858810,8.6,67166819
51107,5,1021,73,0,2021,A,1753,31017,1567467688,293075635,2748822,972,50536,178551895,12.9,7892892
51107,5,1023,73,0,2021,A,983,5900,711274276,58710061,728113,2318,120548,76534243,12.1,2969638
51107,5,1024,73,0,2021,A,4587,33130,3274282071,364487874,5187258,1901,98833,155789018,5,20182578
51107,5,1025,73,0,2021,A,1751,17765,1013046132,160315850,1354072,1097,57024,132050956,15,17262098
51107,5,54,74,0,2021,A,3794,21845,2569689227,231337686,3384634,2262,117631,106888612,4.3,16380162
51107,5,541,75,0,2021,A,3794,21845,2569689227,231337686,3384634,2262,117631,106888612,4.3,16380162
51107,5,62,74,0,2021,A,1511,14605,855000112,134283729,1091981,1126,58542,110098665,14.8,15426245
51107,0,10,70,0,2022,A,14965,180628,14193053336,1558536015,15149443,1511,78576,1249533348,9.7,93246109
51107,1,10,71,0,2022,A,49,6093,712974967,-,0,2250,117009,132466023,22.8,-
51107,1,102,72,0,2022,A,49,6093,712974967,-,0,2250,117009,132466023,22.8,-
51107,1,1021,73,0,2022,A,20,1785,200083570,-,0,2156,112113,23000212,13,-
51107,1,1024,73,0,2022,A,2,32,3652185,-,0,2218,115332,-87703,-2.3,-
51107,1,54,74,0,2022,A,2,32,3652185,-,0,2218,115332,-87703,-2.3,-
51107,1,541,75,0,2022,A,2,32,3652185,-,0,2218,115332,-87703,-2.3,-
51107,2,10,71,0,2022,A,21,923,47842679,-,0,996,51815,2186340,4.8,-
51107,2,101,72,0,2022,A,1,60,4310063,-,0,1372,71339,-,-,-
51107,2,102,72,0,2022,A,20,863,43532616,-,0,970,50448,-,-,-
51107,2,1025,73,0,2022,A,3,434,20969394,-,0,930,48363,-,-,-
51107,2,62,74,0,2022,A,1,9,627608,-,0,1341,69734,-,-,-
51107,3,10,71,0,2022,A,243,22207,1453531916,6147644,20830,1259,65454,92430559,6.8,364924
51107,3,102,72,0,2022,A,243,22207,1453531916,6147644,20830,1259,65454,92430559,6.8,364924
51107,3,1021,73,0,2022,A,4,2244,163015111,-,0,1397,72639,14680474,9.9,-
51107,3,1024,73,0,2022,A,1,26,2604620,-,0,1914,99540,-,-,-
51107,3,1025,73,0,2022,A,124,14294,875517410,-,0,1178,61251,56124638,6.8,-
51107,3,54,74,0,2022,A,1,26,2604620,-,0,1914,99540,-,-,-
51107,3,541,75,0,2022,A,1,26,2604620,-,0,1914,99540,-,-,-
51107,3,62,74,0,2022,A,21,888,46932471,-,0,1017,52877,202676,0.4,-
51107,5,10,71,0,2022,A,14653,151405,11978703774,1552388371,15128613,1521,79117,1022450426,9.3,92881185
51107,5,101,72,0,2022,A,1333,26246,2329026914,274427222,2841214,1706,88737,120580458,5.5,1533289
51107,5,102,72,0,2022,A,13319,125158,9649676860,1277961149,12287399,1483,77100,901869968,10.3,91347896
51107,5,1021,73,0,2022,A,1811,32749,1781438822,318791897,2351159,1046,54397,213971134,13.7,25716262
51107,5,1023,73,0,2022,A,1063,6210,733669573,64714570,651386,2272,118140,22395297,3.1,6004509
51107,5,1024,73,0,2022,A,5204,34494,3652230546,387603328,4669116,2036,105880,377948475,11.5,23115454
51107,5,1025,73,0,2022,A,1917,18950,1163319045,167932659,1343115,1181,61390,150272913,14.8,7616809
51107,5,54,74,0,2022,A,4296,23124,2895362949,249208015,2974025,2408,125209,325673722,12.7,17870329
51107,5,541,75,0,2022,A,4296,23124,2895362949,249208015,2974025,2408,125209,325673722,12.7,17870329
51107,5,62,74,0,2022,A,1655,16075,1035046825,143929036,1168485,1238,64389,180046713,21.1,9645307
51107,0,10,70,0,2023,A,14742,189016,15212275379,1586010294,9230697,1548,80481,1019222043,7.2,27474279
51107,1,10,71,0,2023,A,62,6663,848193561,-,0,2448,127305,135218594,19,-
51107,1,102,72,0,2023,A,62,6663,848193561,-,0,2448,127305,135218594,19,-
51107,1,1021,73,0,2023,A,20,1873,222089000,-,0,2280,118553,22005430,11,-
51107,1,1024,73,0,2023,A,2,31,3824988,-,0,2386,124054,172803,4.7,-
51107,1,54,74,0,2023,A,2,31,3824988,-,0,2386,124054,172803,4.7,-
51107,1,541,75,0,2023,A,2,31,3824988,-,0,2386,124054,172803,4.7,-
51107,2,10,71,0,2023,A,25,844,51085219,290378,378,1164,60545,3242540,6.8,290378
51107,2,101,72,0,2023,A,1,66,4739153,-,0,1377,71624,429090,10,-
51107,2,102,72,0,2023,A,24,778,46346066,290378,378,1146,59603,2813450,6.5,290378
51107,2,1025,73,0,2023,A,3,347,20151374,-,0,1116,58031,-818020,-3.9,-
51107,2,62,74,0,2023,A,1,8,541701,-,0,1389,72227,-85907,-13.7,-
51107,3,10,71,0,2023,A,245,22919,1537127278,6428067,10419,1290,67068,83595362,5.8,280423
51107,3,102,72,0,2023,A,245,22919,1537127278,6428067,10419,1290,67068,83595362,5.8,280423
51107,3,1021,73,0,2023,A,4,2289,172422633,-,0,1449,75338,9407522,5.8,-
51107,3,1024,73,0,2023,A,1,28,2983580,-,0,2019,104994,378960,14.5,-
51107,3,1025,73,0,2023,A,126,14592,895283685,-,0,1180,61354,19766275,2.3,-
51107,3,54,74,0,2023,A,1,28,2983580,-,0,2019,104994,378960,14.5,-
51107,3,541,75,0,2023,A,1,28,2983580,-,0,2019,104994,378960,14.5,-
51107,3,62,74,0,2023,A,21,942,53760886,-,0,1098,57076,6828415,14.5,-
51107,5,10,71,0,2023,A,14410,158590,12775869321,1579291849,9219900,1549,80559,797165547,6.7,26903478
51107,5,101,72,0,2023,A,1315,27010,2432389654,283083232,1818758,1732,90057,103362740,4.4,8656010
51107,5,102,72,0,2023,A,13095,131581,10343479667,1296208617,7401142,1512,78609,693802807,7.2,18247468
51107,5,1021,73,0,2023,A,1754,34259,1895796950,322014663,1217818,1064,55337,114358128,6.4,3222766
51107,5,1023,73,0,2023,A,1039,6537,807057836,64794440,404068,2374,123452,73388263,10,79870
51107,5,1024,73,0,2023,A,5311,36256,4004466765,392797683,2828025,2124,110451,352236219,9.6,5194355
51107,5,1025,73,0,2023,A,1893,20502,1262309483,173401766,775851,1184,61571,98990438,8.5,5469107
51107,5,54,74,0,2023,A,4442,24206,3179949482,250821698,1831209,2526,131369,284586533,9.8,1613683
51107,5,541,75,0,2023,A,4442,24206,3179949482,250821698,1831209,2526,131369,284586533,9.8,1613683
51107,5,62,74,0,2023,A,1630,17307,1117577836,149242787,666537,1242,64573,82531011,8,5313751
24033,0,10,70,0,2020,A,16397,295521,19112703712,2267001210,39510917,1244,64675,-197661209,-1,-304371523
24033,1,10,71,0,2020,A,115,27468,3142447098,-,0,2200,114402,167446380,5.6,-
24033,1,102,72,0,2020,A,115,27468,3142447098,-,0,2200,114402,167446380,5.6,-
24033,1,1021,73,0,2020,A,35,2611,167984773,-,0,1237,64343,5440169,3.3,-
24033,1,1023,73,0,2020,A,1,44,4590163,-,0,2022,105118,-262058,-5.4,-
24033,1,1024,73,0,2020,A,9,595,85548983,-,0,2767,143860,4984945,6.2,-
24033,1,1025,73,0,2020,A,4,203,11911068,-,0,1131,58820,-756249,-6,-
24033,1,54,74,0,2020,A,7,593,85462847,-,0,2773,144201,4993338,6.2,-
24033,1,541,75,0,2020,A,7,593,85462847,-,0,2773,144201,4993338,6.2,-
24033,1,62,74,0,2020,A,3,138,5162943,-,0,718,37345,-899652,-14.8,-
24033,2,10,71,0,2020,A,15,20966,1240184020,43864576,0,1138,59154,11115341,0.9,-148732187
24033,2,102,72,0,2020,A,15,20966,1240184020,43864576,0,1138,59154,11115341,0.9,-148732187
24033,2,1025,73,0,2020,A,7,19639,1173293813,39685796,0,1149,59743,8934497,0.8,-145898470
24033,2,62,74,0,2020,A,1,0,-,-,0,-,-,-,-,-
24033,3,10,71,0,2020,A,299,39424,2804710653,2409263,72212,1368,71143,56556522,2.1,-17384
24033,3,102,72,0,2020,A,299,39424,2804710653,2409263,72212,1368,71143,56556522,2.1,-17384
24033,3,1021,73,0,2020,A,2,0,-,-,0,-,-,-,-,-
24033,3,1024,73,0,2020,A,7,1185,113070669,17000,442,1835,95445,-1435416,-1.3,-35230
24033,3,1025,73,0,2020,A,256,20394,1312931918,38645,116,1238,64377,3486895,0.3,-5874
24033,3,54,74,0,2020,A,2,0,-,-,0,-,-,-,-,-
24033,3,541,75,0,2020,A,2,0,-,-,0,-,-,-,-,-
24033,3,62,74,0,2020,A,1,0,-,-,0,-,-,-,-,-
24033,5,10,71,0,2020,A,15969,207663,11925361941,2220727371,39438705,1104,57427,-432779452,-3.5,-155621952
24033,5,101,72,0,2020,A,2162,34551,2526473036,389888515,9154757,1406,73122,-28162282,-1.1,-8907422
24033,5,102,72,0,2020,A,13807,173111,9398888905,1830838856,30283948,1044,54294,-404617170,-4.1,-146714530
24033,5,1021,73,0,2020,A,3389,55965,2570980083,619314610,9643641,883,45939,-16920368,-0.7,-4391955
24033,5,1023,73,0,2020,A,1325,10432,695941975,104280098,2209333,1283,66715,-5284291,-0.8,-11369838
24033,5,1024,73,0,2020,A,3343,36969,2919073020,420720734,8506608,1518,78959,-77821780,-2.6,-38069304
24033,5,1025,73,0,2020,A,2389,32192,1926303461,273428467,3862149,1151,59839,-20482315,-1.1,-24364884
24033,5,54,74,0,2020,A,2152,20451,2052452406,218900340,4305078,1930,100359,-3000376,-0.1,-14389979
24033,5,541,75,0,2020,A,2152,20451,2052452406,218900340,4305078,1930,100359,-3000376,-0.1,-14389979
24033,5,62,74,0,2020,A,2140,28669,1696901472,240913487,3211523,1138,59189,-23183554,-1.3,-17423920
24033,0,10,70,0,2021,A,16408,301912,20143002368,2249609312,86371609,1283,66718,1030298656,5.4,-17391898
24033,1,10,71,0,2021,A,118,29624,3509205628,-,0,2278,118459,366758530,11.7,-
24033,1,102,72,0,2021,A,118,29624,3509205628,-,0,2278,118459,366758530,11.7,-
24033,1,1021,73,0,2021,A,35,2753,177059913,-,0,1237,64323,9075140,5.4,-
24033,1,1023,73,0,2021,A,1,46,4996315,-,0,2074,107834,406152,8.8,-
24033,1,1024,73,0,2021,A,11,601,86596388,-,0,2771,144087,1047405,1.2,-
24033,1,1025,73,0,2021,A,4,208,12865963,-,0,1190,61856,954895,8,-
24033,1,54,74,0,2021,A,9,600,86534435,-,0,2775,144304,1071588,1.3,-
24033,1,541,75,0,2021,A,9,600,86534435,-,0,2775,144304,1071588,1.3,-
24033,1,62,74,0,2021,A,3,139,5611979,-,0,776,40374,449036,8.7,-
24033,2,10,71,0,2021,A,15,19227,1255465344,-,0,1256,65298,15281324,1.2,-43864576
24033,2,102,72,0,2021,A,15,19227,1255465344,-,0,1256,65298,15281324,1.2,-43864576
24033,2,1025,73,0,2021,A,7,17979,1188372578,-,0,1271,66099,15078765,1.3,-39685796
24033,2,62,74,0,2021,A,1,0,-,-,0,-,-,-,-,-
24033,3,10,71,0,2021,A,297,39638,2856584092,2738298,119658,1386,72066,51873439,1.8,329035
24033,3,102,72,0,2021,A,297,39638,2856584092,2738298,119658,1386,72066,51873439,1.8,329035
24033,3,1021,73,0,2021,A,2,0,-,-,0,-,-,-,-,-
24033,3,1024,73,0,2021,A,7,1194,114830327,61884,1423,1850,96200,1759658,1.6,44884
24033,3,1025,73,0,2021,A,254,20425,1363877954,51000,1122,1284,66774,50946036,3.9,12355
24033,3,54,74,0,2021,A,2,0,-,-,0,-,-,-,-,-
24033,3,541,75,0,2021,A,2,0,-,-,0,-,-,-,-,-
24033,3,62,74,0,2021,A,1,0,-,-,0,-,-,-,-,-
24033,5,10,71,0,2021,A,15979,213423,12521747304,2246871014,86251951,1128,58671,596385363,5,26143643
24033,5,101,72,0,2021,A,2166,34370,2538226729,385799527,17122369,1420,73851,11753693,0.5,-4088988
24033,5,102,72,0,2021,A,13812,179053,9983520575,1861071487,69129582,1072,55757,584631670,6.2,30232631
24033,5,1021,73,0,2021,A,3317,57984,2708949507,630430914,23484010,898,46719,137969424,5.4,11116304
24033,5,1023,73,0,2021,A,1315,10153,698055288,104260803,4214296,1322,68752,2113313,0.3,-19295
24033,5,1024,73,0,2021,A,3432,38860,3080662727,449870502,18156203,1525,79276,161589707,5.5,29149768
24033,5,1025,73,0,2021,A,2383,32096,2053843735,258589271,9190891,1231,63990,127540274,6.6,-14839196
24033,5,54,74,0,2021,A,2263,21371,2136523130,233271559,9095053,1923,99971,84070724,4.1,14371219
24033,5,541,75,0,2021,A,2263,21371,2136523130,233271559,9095053,1923,99971,84070724,4.1,14371219
24033,5,62,74,0,2021,A,2123,28425,1762653315,227368095,7837577,1193,62012,65751843,3.9,-13545392
24033,0,10,70,0,2022,A,17478,311391,21443121761,2327381151,56111573,1324,68862,1300119393,6.5,77771839
24033,1,10,71,0,2022,A,141,29992,3696808343,-,0,2370,123260,187602715,5.3,-
24033,1,102,72,0,2022,A,141,29992,3696808343,-,0,2370,123260,187602715,5.3,-
24033,1,1021,73,0,2022,A,36,2722,174166910,-,0,1230,63979,-2893003,-1.6,-
24033,1,1023,73,0,2022,A,1,326,41792349,-,0,2463,128099,36796034,736.5,-
24033,1,1024,73,0,2022,A,9,606,90487607,-,0,2870,149217,3891219,4.5,-
24033,1,1025,73,0,2022,A,4,212,14523288,-,0,1315,68372,1657325,12.9,-
24033,1,54,74,0,2022,A,7,605,90413309,-,0,2874,149443,3878874,4.5,-
24033,1,541,75,0,2022,A,7,605,90413309,-,0,2874,149443,3878874,4.5,-
24033,1,62,74,0,2022,A,3,142,6693353,-,0,908,47219,1081374,19.3,-
24033,2,10,71,0,2022,A,15,22706,1350910798,-,0,1144,59496,95445454,7.6,-
