label_grouping,value,county,metric
    80 to 84 years,±0.2,montgomery_county_marylandmalemargin_of_error,Unknown
    85 years and over,±0.2,montgomery_county_marylandmalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,montgomery_county_marylandmalemargin_of_error,Unknown
    5 to 14 years,±0.1,montgomery_county_marylandmalemargin_of_error,Unknown
    15 to 17 years,±0.1,montgomery_county_marylandmalemargin_of_error,Unknown
    18 to 24 years,±0.1,montgomery_county_marylandmalemargin_of_error,Unknown
    15 to 44 years,±0.1,montgomery_county_marylandmalemargin_of_error,Unknown
    16 years and over,±0.2,montgomery_county_marylandmalemargin_of_error,Unknown
    18 years and over,±0.1,montgomery_county_marylandmalemargin_of_error,Unknown
    60 years and over,±0.3,montgomery_county_marylandmalemargin_of_error,Unknown
    62 years and over,±0.3,montgomery_county_marylandmalemargin_of_error,Unknown
    65 years and over,±0.1,montgomery_county_marylandmalemargin_of_error,Unknown
    75 years and over,±0.1,montgomery_county_marylandmalemargin_of_error,Unknown
SUMMARY INDICATORS,,montgomery_county_marylandmalemargin_of_error,Unknown
    Median age (years),±0.3,montgomery_county_marylandmalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),montgomery_county_marylandmalemargin_of_error,Unknown
    Age dependency ratio,(X),montgomery_county_marylandmalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),montgomery_county_marylandmalemargin_of_error,Unknown
    Child dependency ratio,(X),montgomery_county_marylandmalemargin_of_error,Unknown
PERCENT IMPUTED,,montgomery_county_marylandmalemargin_of_error,Unknown
    Sex,(X),montgomery_county_marylandmalemargin_of_error,Unknown
    Age,(X),montgomery_county_marylandmalemargin_of_error,Unknown
Total population,"538,737",montgomery_county_marylandfemaleestimate,Unknown
AGE,,montgomery_county_marylandfemaleestimate,Unknown
    Under 5 years,6.2%,montgomery_county_marylandfemaleestimate,Unknown
    5 to 9 years,6.1%,montgomery_county_marylandfemaleestimate,Unknown
    10 to 14 years,6.2%,montgomery_county_marylandfemaleestimate,Unknown
    15 to 19 years,5.7%,montgomery_county_marylandfemaleestimate,Unknown
    20 to 24 years,5.5%,montgomery_county_marylandfemaleestimate,Unknown
    25 to 29 years,6.1%,montgomery_county_marylandfemaleestimate,Unknown
    30 to 34 years,6.9%,montgomery_county_marylandfemaleestimate,Unknown
    35 to 39 years,7.1%,montgomery_county_marylandfemaleestimate,Unknown
    40 to 44 years,6.7%,montgomery_county_marylandfemaleestimate,Unknown
    45 to 49 years,7.3%,montgomery_county_marylandfemaleestimate,Unknown
    50 to 54 years,7.5%,montgomery_county_marylandfemaleestimate,Unknown
    55 to 59 years,6.6%,montgomery_county_marylandfemaleestimate,Unknown
    60 to 64 years,6.6%,montgomery_county_marylandfemaleestimate,Unknown
    65 to 69 years,4.6%,montgomery_county_marylandfemaleestimate,Unknown
    70 to 74 years,3.7%,montgomery_county_marylandfemaleestimate,Unknown
    75 to 79 years,2.7%,montgomery_county_marylandfemaleestimate,Unknown
    80 to 84 years,1.8%,montgomery_county_marylandfemaleestimate,Unknown
    85 years and over,2.6%,montgomery_county_marylandfemaleestimate,Unknown
SELECTED AGE CATEGORIES,,montgomery_county_marylandfemaleestimate,Unknown
    5 to 14 years,12.3%,montgomery_county_marylandfemaleestimate,Unknown
    15 to 17 years,3.7%,montgomery_county_marylandfemaleestimate,Unknown
    18 to 24 years,7.5%,montgomery_county_marylandfemaleestimate,Unknown
    15 to 44 years,38.0%,montgomery_county_marylandfemaleestimate,Unknown
    16 years and over,80.3%,montgomery_county_marylandfemaleestimate,Unknown
    18 years and over,77.8%,montgomery_county_marylandfemaleestimate,Unknown
    60 years and over,22.1%,montgomery_county_marylandfemaleestimate,Unknown
    62 years and over,19.4%,montgomery_county_marylandfemaleestimate,Unknown
    65 years and over,15.5%,montgomery_county_marylandfemaleestimate,Unknown
    75 years and over,7.2%,montgomery_county_marylandfemaleestimate,Unknown
SUMMARY INDICATORS,,montgomery_county_marylandfemaleestimate,Unknown
    Median age (years),40.2,montgomery_county_marylandfemaleestimate,Unknown
    Sex ratio (males per 100 females),(X),montgomery_county_marylandfemaleestimate,Unknown
    Age dependency ratio,(X),montgomery_county_marylandfemaleestimate,Unknown
    Old-Age dependency ratio,(X),montgomery_county_marylandfemaleestimate,Unknown
    Child dependency ratio,(X),montgomery_county_marylandfemaleestimate,Unknown
PERCENT IMPUTED,,montgomery_county_marylandfemaleestimate,Unknown
    Sex,(X),montgomery_county_marylandfemaleestimate,Unknown
    Age,(X),montgomery_county_marylandfemaleestimate,Unknown
Total population,±351,montgomery_county_marylandfemalemargin_of_error,Unknown
AGE,,montgomery_county_marylandfemalemargin_of_error,Unknown
    Under 5 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    5 to 9 years,±0.4,montgomery_county_marylandfemalemargin_of_error,Unknown
    10 to 14 years,±0.4,montgomery_county_marylandfemalemargin_of_error,Unknown
    15 to 19 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    20 to 24 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    25 to 29 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    30 to 34 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    35 to 39 years,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    40 to 44 years,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    45 to 49 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    50 to 54 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    55 to 59 years,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    60 to 64 years,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    65 to 69 years,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    70 to 74 years,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    75 to 79 years,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    80 to 84 years,±0.2,montgomery_county_marylandfemalemargin_of_error,Unknown
    85 years and over,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,montgomery_county_marylandfemalemargin_of_error,Unknown
    5 to 14 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    15 to 17 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    18 to 24 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    15 to 44 years,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    16 years and over,±0.2,montgomery_county_marylandfemalemargin_of_error,Unknown
    18 years and over,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    60 years and over,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    62 years and over,±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    65 years and over,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
    75 years and over,±0.1,montgomery_county_marylandfemalemargin_of_error,Unknown
SUMMARY INDICATORS,,montgomery_county_marylandfemalemargin_of_error,Unknown
    Median age (years),±0.3,montgomery_county_marylandfemalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),montgomery_county_marylandfemalemargin_of_error,Unknown
    Age dependency ratio,(X),montgomery_county_marylandfemalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),montgomery_county_marylandfemalemargin_of_error,Unknown
    Child dependency ratio,(X),montgomery_county_marylandfemalemargin_of_error,Unknown
PERCENT IMPUTED,,montgomery_county_marylandfemalemargin_of_error,Unknown
    Sex,(X),montgomery_county_marylandfemalemargin_of_error,Unknown
    Age,(X),montgomery_county_marylandfemalemargin_of_error,Unknown
Total population,"1,024,198",wake_county_north_carolinatotalestimate,Unknown
AGE,,wake_county_north_carolinatotalestimate,Unknown
    Under 5 years,6.4%,wake_county_north_carolinatotalestimate,Unknown
    5 to 9 years,7.1%,wake_county_north_carolinatotalestimate,Unknown
    10 to 14 years,7.1%,wake_county_north_carolinatotalestimate,Unknown
    15 to 19 years,6.9%,wake_county_north_carolinatotalestimate,Unknown
    20 to 24 years,6.6%,wake_county_north_carolinatotalestimate,Unknown
    25 to 29 years,7.3%,wake_county_north_carolinatotalestimate,Unknown
    30 to 34 years,7.4%,wake_county_north_carolinatotalestimate,Unknown
    35 to 39 years,8.0%,wake_county_north_carolinatotalestimate,Unknown
    40 to 44 years,7.4%,wake_county_north_carolinatotalestimate,Unknown
    45 to 49 years,7.4%,wake_county_north_carolinatotalestimate,Unknown
    50 to 54 years,7.1%,wake_county_north_carolinatotalestimate,Unknown
    55 to 59 years,6.3%,wake_county_north_carolinatotalestimate,Unknown
    60 to 64 years,4.7%,wake_county_north_carolinatotalestimate,Unknown
    65 to 69 years,3.8%,wake_county_north_carolinatotalestimate,Unknown
    70 to 74 years,2.6%,wake_county_north_carolinatotalestimate,Unknown
    75 to 79 years,1.7%,wake_county_north_carolinatotalestimate,Unknown
    80 to 84 years,1.2%,wake_county_north_carolinatotalestimate,Unknown
    85 years and over,1.0%,wake_county_north_carolinatotalestimate,Unknown
SELECTED AGE CATEGORIES,,wake_county_north_carolinatotalestimate,Unknown
    5 to 14 years,14.2%,wake_county_north_carolinatotalestimate,Unknown
    15 to 17 years,4.1%,wake_county_north_carolinatotalestimate,Unknown
    18 to 24 years,9.4%,wake_county_north_carolinatotalestimate,Unknown
    15 to 44 years,43.6%,wake_county_north_carolinatotalestimate,Unknown
    16 years and over,78.0%,wake_county_north_carolinatotalestimate,Unknown
    18 years and over,75.3%,wake_county_north_carolinatotalestimate,Unknown
    60 years and over,15.0%,wake_county_north_carolinatotalestimate,Unknown
    62 years and over,12.9%,wake_county_north_carolinatotalestimate,Unknown
    65 years and over,10.3%,wake_county_north_carolinatotalestimate,Unknown
    75 years and over,3.9%,wake_county_north_carolinatotalestimate,Unknown
SUMMARY INDICATORS,,wake_county_north_carolinatotalestimate,Unknown
    Median age (years),35.7,wake_county_north_carolinatotalestimate,Unknown
    Sex ratio (males per 100 females),94.9,wake_county_north_carolinatotalestimate,Unknown
    Age dependency ratio,53.9,wake_county_north_carolinatotalestimate,Unknown
    Old-Age dependency ratio,15.8,wake_county_north_carolinatotalestimate,Unknown
    Child dependency ratio,38.0,wake_county_north_carolinatotalestimate,Unknown
PERCENT IMPUTED,,wake_county_north_carolinatotalestimate,Unknown
    Sex,0.0%,wake_county_north_carolinatotalestimate,Unknown
    Age,0.9%,wake_county_north_carolinatotalestimate,Unknown
Total population,*****,wake_county_north_carolinatotalmargin_of_error,Unknown
AGE,,wake_county_north_carolinatotalmargin_of_error,Unknown
    Under 5 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    5 to 9 years,±0.3,wake_county_north_carolinatotalmargin_of_error,Unknown
    10 to 14 years,±0.3,wake_county_north_carolinatotalmargin_of_error,Unknown
    15 to 19 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    20 to 24 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    25 to 29 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    30 to 34 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    35 to 39 years,±0.4,wake_county_north_carolinatotalmargin_of_error,Unknown
    40 to 44 years,±0.4,wake_county_north_carolinatotalmargin_of_error,Unknown
    45 to 49 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    50 to 54 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    55 to 59 years,±0.3,wake_county_north_carolinatotalmargin_of_error,Unknown
    60 to 64 years,±0.3,wake_county_north_carolinatotalmargin_of_error,Unknown
    65 to 69 years,±0.2,wake_county_north_carolinatotalmargin_of_error,Unknown
    70 to 74 years,±0.2,wake_county_north_carolinatotalmargin_of_error,Unknown
    75 to 79 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    80 to 84 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    85 years and over,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
SELECTED AGE CATEGORIES,,wake_county_north_carolinatotalmargin_of_error,Unknown
    5 to 14 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    15 to 17 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    18 to 24 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    15 to 44 years,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    16 years and over,±0.2,wake_county_north_carolinatotalmargin_of_error,Unknown
    18 years and over,*****,wake_county_north_carolinatotalmargin_of_error,Unknown
    60 years and over,±0.3,wake_county_north_carolinatotalmargin_of_error,Unknown
    62 years and over,±0.2,wake_county_north_carolinatotalmargin_of_error,Unknown
    65 years and over,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    75 years and over,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
SUMMARY INDICATORS,,wake_county_north_carolinatotalmargin_of_error,Unknown
    Median age (years),±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    Sex ratio (males per 100 females),±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    Age dependency ratio,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    Old-Age dependency ratio,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
    Child dependency ratio,±0.1,wake_county_north_carolinatotalmargin_of_error,Unknown
PERCENT IMPUTED,,wake_county_north_carolinatotalmargin_of_error,Unknown
    Sex,(X),wake_county_north_carolinatotalmargin_of_error,Unknown
    Age,(X),wake_county_north_carolinatotalmargin_of_error,Unknown
Total population,"498,819",wake_county_north_carolinamaleestimate,Unknown
AGE,,wake_county_north_carolinamaleestimate,Unknown
    Under 5 years,6.7%,wake_county_north_carolinamaleestimate,Unknown
    5 to 9 years,7.3%,wake_county_north_carolinamaleestimate,Unknown
    10 to 14 years,7.5%,wake_county_north_carolinamaleestimate,Unknown
    15 to 19 years,7.2%,wake_county_north_carolinamaleestimate,Unknown
    20 to 24 years,7.0%,wake_county_north_carolinamaleestimate,Unknown
    25 to 29 years,7.4%,wake_county_north_carolinamaleestimate,Unknown
    30 to 34 years,7.3%,wake_county_north_carolinamaleestimate,Unknown
    35 to 39 years,7.8%,wake_county_north_carolinamaleestimate,Unknown
    40 to 44 years,7.5%,wake_county_north_carolinamaleestimate,Unknown
    45 to 49 years,7.4%,wake_county_north_carolinamaleestimate,Unknown
    50 to 54 years,7.1%,wake_county_north_carolinamaleestimate,Unknown
    55 to 59 years,6.1%,wake_county_north_carolinamaleestimate,Unknown
    60 to 64 years,4.6%,wake_county_north_carolinamaleestimate,Unknown
    65 to 69 years,3.3%,wake_county_north_carolinamaleestimate,Unknown
    70 to 74 years,2.7%,wake_county_north_carolinamaleestimate,Unknown
    75 to 79 years,1.4%,wake_county_north_carolinamaleestimate,Unknown
    80 to 84 years,1.0%,wake_county_north_carolinamaleestimate,Unknown
    85 years and over,0.6%,wake_county_north_carolinamaleestimate,Unknown
SELECTED AGE CATEGORIES,,wake_county_north_carolinamaleestimate,Unknown
    5 to 14 years,14.7%,wake_county_north_carolinamaleestimate,Unknown
    15 to 17 years,4.2%,wake_county_north_carolinamaleestimate,Unknown
    18 to 24 years,9.9%,wake_county_north_carolinamaleestimate,Unknown
    15 to 44 years,44.2%,wake_county_north_carolinamaleestimate,Unknown
    16 years and over,77.0%,wake_county_north_carolinamaleestimate,Unknown
    18 years and over,74.3%,wake_county_north_carolinamaleestimate,Unknown
    60 years and over,13.7%,wake_county_north_carolinamaleestimate,Unknown
    62 years and over,11.6%,wake_county_north_carolinamaleestimate,Unknown
    65 years and over,9.1%,wake_county_north_carolinamaleestimate,Unknown
    75 years and over,3.1%,wake_county_north_carolinamaleestimate,Unknown
SUMMARY INDICATORS,,wake_county_north_carolinamaleestimate,Unknown
    Median age (years),34.7,wake_county_north_carolinamaleestimate,Unknown
    Sex ratio (males per 100 females),(X),wake_county_north_carolinamaleestimate,Unknown
    Age dependency ratio,(X),wake_county_north_carolinamaleestimate,Unknown
    Old-Age dependency ratio,(X),wake_county_north_carolinamaleestimate,Unknown
    Child dependency ratio,(X),wake_county_north_carolinamaleestimate,Unknown
PERCENT IMPUTED,,wake_county_north_carolinamaleestimate,Unknown
    Sex,(X),wake_county_north_carolinamaleestimate,Unknown
    Age,(X),wake_county_north_carolinamaleestimate,Unknown
Total population,±367,wake_county_north_carolinamalemargin_of_error,Unknown
AGE,,wake_county_north_carolinamalemargin_of_error,Unknown
    Under 5 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    5 to 9 years,±0.5,wake_county_north_carolinamalemargin_of_error,Unknown
    10 to 14 years,±0.5,wake_county_north_carolinamalemargin_of_error,Unknown
    15 to 19 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    20 to 24 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    25 to 29 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    30 to 34 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    35 to 39 years,±0.5,wake_county_north_carolinamalemargin_of_error,Unknown
    40 to 44 years,±0.5,wake_county_north_carolinamalemargin_of_error,Unknown
    45 to 49 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    50 to 54 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    55 to 59 years,±0.4,wake_county_north_carolinamalemargin_of_error,Unknown
    60 to 64 years,±0.4,wake_county_north_carolinamalemargin_of_error,Unknown
    65 to 69 years,±0.3,wake_county_north_carolinamalemargin_of_error,Unknown
    70 to 74 years,±0.3,wake_county_north_carolinamalemargin_of_error,Unknown
    75 to 79 years,±0.2,wake_county_north_carolinamalemargin_of_error,Unknown
    80 to 84 years,±0.2,wake_county_north_carolinamalemargin_of_error,Unknown
    85 years and over,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,wake_county_north_carolinamalemargin_of_error,Unknown
    5 to 14 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    15 to 17 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    18 to 24 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    15 to 44 years,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    16 years and over,±0.2,wake_county_north_carolinamalemargin_of_error,Unknown
    18 years and over,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    60 years and over,±0.4,wake_county_north_carolinamalemargin_of_error,Unknown
    62 years and over,±0.3,wake_county_north_carolinamalemargin_of_error,Unknown
    65 years and over,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    75 years and over,±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
SUMMARY INDICATORS,,wake_county_north_carolinamalemargin_of_error,Unknown
    Median age (years),±0.1,wake_county_north_carolinamalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),wake_county_north_carolinamalemargin_of_error,Unknown
    Age dependency ratio,(X),wake_county_north_carolinamalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),wake_county_north_carolinamalemargin_of_error,Unknown
    Child dependency ratio,(X),wake_county_north_carolinamalemargin_of_error,Unknown
PERCENT IMPUTED,,wake_county_north_carolinamalemargin_of_error,Unknown
    Sex,(X),wake_county_north_carolinamalemargin_of_error,Unknown
    Age,(X),wake_county_north_carolinamalemargin_of_error,Unknown
Total population,"525,379",wake_county_north_carolinafemaleestimate,Unknown
AGE,,wake_county_north_carolinafemaleestimate,Unknown
    Under 5 years,6.0%,wake_county_north_carolinafemaleestimate,Unknown
    5 to 9 years,6.9%,wake_county_north_carolinafemaleestimate,Unknown
    10 to 14 years,6.8%,wake_county_north_carolinafemaleestimate,Unknown
    15 to 19 years,6.7%,wake_county_north_carolinafemaleestimate,Unknown
    20 to 24 years,6.3%,wake_county_north_carolinafemaleestimate,Unknown
    25 to 29 years,7.3%,wake_county_north_carolinafemaleestimate,Unknown
    30 to 34 years,7.4%,wake_county_north_carolinafemaleestimate,Unknown
    35 to 39 years,8.1%,wake_county_north_carolinafemaleestimate,Unknown
    40 to 44 years,7.3%,wake_county_north_carolinafemaleestimate,Unknown
    45 to 49 years,7.4%,wake_county_north_carolinafemaleestimate,Unknown
    50 to 54 years,7.1%,wake_county_north_carolinafemaleestimate,Unknown
    55 to 59 years,6.4%,wake_county_north_carolinafemaleestimate,Unknown
    60 to 64 years,4.9%,wake_county_north_carolinafemaleestimate,Unknown
    65 to 69 years,4.2%,wake_county_north_carolinafemaleestimate,Unknown
    70 to 74 years,2.5%,wake_county_north_carolinafemaleestimate,Unknown
    75 to 79 years,2.0%,wake_county_north_carolinafemaleestimate,Unknown
    80 to 84 years,1.3%,wake_county_north_carolinafemaleestimate,Unknown
    85 years and over,1.4%,wake_county_north_carolinafemaleestimate,Unknown
SELECTED AGE CATEGORIES,,wake_county_north_carolinafemaleestimate,Unknown
    5 to 14 years,13.7%,wake_county_north_carolinafemaleestimate,Unknown
    15 to 17 years,4.0%,wake_county_north_carolinafemaleestimate,Unknown
    18 to 24 years,8.9%,wake_county_north_carolinafemaleestimate,Unknown
    15 to 44 years,43.1%,wake_county_north_carolinafemaleestimate,Unknown
    16 years and over,79.0%,wake_county_north_carolinafemaleestimate,Unknown
    18 years and over,76.2%,wake_county_north_carolinafemaleestimate,Unknown
    60 years and over,16.3%,wake_county_north_carolinafemaleestimate,Unknown
    62 years and over,14.1%,wake_county_north_carolinafemaleestimate,Unknown
    65 years and over,11.4%,wake_county_north_carolinafemaleestimate,Unknown
    75 years and over,4.7%,wake_county_north_carolinafemaleestimate,Unknown
SUMMARY INDICATORS,,wake_county_north_carolinafemaleestimate,Unknown
    Median age (years),36.5,wake_county_north_carolinafemaleestimate,Unknown
    Sex ratio (males per 100 females),(X),wake_county_north_carolinafemaleestimate,Unknown
    Age dependency ratio,(X),wake_county_north_carolinafemaleestimate,Unknown
    Old-Age dependency ratio,(X),wake_county_north_carolinafemaleestimate,Unknown
    Child dependency ratio,(X),wake_county_north_carolinafemaleestimate,Unknown
PERCENT IMPUTED,,wake_county_north_carolinafemaleestimate,Unknown
    Sex,(X),wake_county_north_carolinafemaleestimate,Unknown
    Age,(X),wake_county_north_carolinafemaleestimate,Unknown
Total population,±367,wake_county_north_carolinafemalemargin_of_error,Unknown
AGE,,wake_county_north_carolinafemalemargin_of_error,Unknown
    Under 5 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    5 to 9 years,±0.5,wake_county_north_carolinafemalemargin_of_error,Unknown
    10 to 14 years,±0.5,wake_county_north_carolinafemalemargin_of_error,Unknown
    15 to 19 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    20 to 24 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    25 to 29 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    30 to 34 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    35 to 39 years,±0.4,wake_county_north_carolinafemalemargin_of_error,Unknown
    40 to 44 years,±0.4,wake_county_north_carolinafemalemargin_of_error,Unknown
    45 to 49 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    50 to 54 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    55 to 59 years,±0.4,wake_county_north_carolinafemalemargin_of_error,Unknown
    60 to 64 years,±0.4,wake_county_north_carolinafemalemargin_of_error,Unknown
    65 to 69 years,±0.2,wake_county_north_carolinafemalemargin_of_error,Unknown
    70 to 74 years,±0.2,wake_county_north_carolinafemalemargin_of_error,Unknown
    75 to 79 years,±0.2,wake_county_north_carolinafemalemargin_of_error,Unknown
    80 to 84 years,±0.2,wake_county_north_carolinafemalemargin_of_error,Unknown
    85 years and over,±0.2,wake_county_north_carolinafemalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,wake_county_north_carolinafemalemargin_of_error,Unknown
    5 to 14 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    15 to 17 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    18 to 24 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    15 to 44 years,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    16 years and over,±0.2,wake_county_north_carolinafemalemargin_of_error,Unknown
    18 years and over,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    60 years and over,±0.4,wake_county_north_carolinafemalemargin_of_error,Unknown
    62 years and over,±0.3,wake_county_north_carolinafemalemargin_of_error,Unknown
    65 years and over,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
    75 years and over,±0.1,wake_county_north_carolinafemalemargin_of_error,Unknown
SUMMARY INDICATORS,,wake_county_north_carolinafemalemargin_of_error,Unknown
    Median age (years),±0.3,wake_county_north_carolinafemalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),wake_county_north_carolinafemalemargin_of_error,Unknown
    Age dependency ratio,(X),wake_county_north_carolinafemalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),wake_county_north_carolinafemalemargin_of_error,Unknown
    Child dependency ratio,(X),wake_county_north_carolinafemalemargin_of_error,Unknown
PERCENT IMPUTED,,wake_county_north_carolinafemalemargin_of_error,Unknown
    Sex,(X),wake_county_north_carolinafemalemargin_of_error,Unknown
    Age,(X),wake_county_north_carolinafemalemargin_of_error,Unknown
Total population,"678,889",davidson_county_tennesseetotalestimate,Unknown
AGE,,davidson_county_tennesseetotalestimate,Unknown
    Under 5 years,7.0%,davidson_county_tennesseetotalestimate,Unknown
    5 to 9 years,6.3%,davidson_county_tennesseetotalestimate,Unknown
    10 to 14 years,5.1%,davidson_county_tennesseetotalestimate,Unknown
    15 to 19 years,5.7%,davidson_county_tennesseetotalestimate,Unknown
    20 to 24 years,7.6%,davidson_county_tennesseetotalestimate,Unknown
    25 to 29 years,10.3%,davidson_county_tennesseetotalestimate,Unknown
    30 to 34 years,9.0%,davidson_county_tennesseetotalestimate,Unknown
    35 to 39 years,7.4%,davidson_county_tennesseetotalestimate,Unknown
    40 to 44 years,6.4%,davidson_county_tennesseetotalestimate,Unknown
    45 to 49 years,6.1%,davidson_county_tennesseetotalestimate,Unknown
    50 to 54 years,6.4%,davidson_county_tennesseetotalestimate,Unknown
    55 to 59 years,6.3%,davidson_county_tennesseetotalestimate,Unknown
    60 to 64 years,5.4%,davidson_county_tennesseetotalestimate,Unknown
    65 to 69 years,3.9%,davidson_county_tennesseetotalestimate,Unknown
    70 to 74 years,2.6%,davidson_county_tennesseetotalestimate,Unknown
    75 to 79 years,1.8%,davidson_county_tennesseetotalestimate,Unknown
    80 to 84 years,1.3%,davidson_county_tennesseetotalestimate,Unknown
    85 years and over,1.5%,davidson_county_tennesseetotalestimate,Unknown
SELECTED AGE CATEGORIES,,davidson_county_tennesseetotalestimate,Unknown
    5 to 14 years,11.5%,davidson_county_tennesseetotalestimate,Unknown
    15 to 17 years,3.0%,davidson_county_tennesseetotalestimate,Unknown
    18 to 24 years,10.3%,davidson_county_tennesseetotalestimate,Unknown
    15 to 44 years,46.4%,davidson_county_tennesseetotalestimate,Unknown
    16 years and over,80.3%,davidson_county_tennesseetotalestimate,Unknown
    18 years and over,78.6%,davidson_county_tennesseetotalestimate,Unknown
    60 years and over,16.5%,davidson_county_tennesseetotalestimate,Unknown
    62 years and over,14.0%,davidson_county_tennesseetotalestimate,Unknown
    65 years and over,11.1%,davidson_county_tennesseetotalestimate,Unknown
    75 years and over,4.6%,davidson_county_tennesseetotalestimate,Unknown
SUMMARY INDICATORS,,davidson_county_tennesseetotalestimate,Unknown
    Median age (years),34.2,davidson_county_tennesseetotalestimate,Unknown
    Sex ratio (males per 100 females),92.6,davidson_county_tennesseetotalestimate,Unknown
    Age dependency ratio,48.2,davidson_county_tennesseetotalestimate,Unknown
