label_grouping,value,county,metric
        10.0 to 14.9 percent,±1.9,montgomery_county_marylandpercent_margin_of_error,Unknown
        15.0 to 19.9 percent,±1.4,montgomery_county_marylandpercent_margin_of_error,Unknown
        20.0 to 24.9 percent,±1.4,montgomery_county_marylandpercent_margin_of_error,Unknown
        25.0 to 29.9 percent,±0.8,montgomery_county_marylandpercent_margin_of_error,Unknown
        30.0 to 34.9 percent,±0.6,montgomery_county_marylandpercent_margin_of_error,Unknown
        35.0 percent or more,±1.7,montgomery_county_marylandpercent_margin_of_error,Unknown
    Not computed,(X),montgomery_county_marylandpercent_margin_of_error,Unknown
GROSS RENT,,montgomery_county_marylandpercent_margin_of_error,Unknown
    Occupied units paying rent,(X),montgomery_county_marylandpercent_margin_of_error,Unknown
        Less than $500,±0.8,montgomery_county_marylandpercent_margin_of_error,Unknown
        $500 to $999,±1.4,montgomery_county_marylandpercent_margin_of_error,Unknown
"        $1,000 to $1,499",±1.9,montgomery_county_marylandpercent_margin_of_error,Unknown
"        $1,500 to $1,999",±2.0,montgomery_county_marylandpercent_margin_of_error,Unknown
"        $2,000 to $2,499",±1.7,montgomery_county_marylandpercent_margin_of_error,Unknown
"        $2,500 to $2,999",±0.9,montgomery_county_marylandpercent_margin_of_error,Unknown
"        $3,000 or more",±1.0,montgomery_county_marylandpercent_margin_of_error,Unknown
        Median (dollars),(X),montgomery_county_marylandpercent_margin_of_error,Unknown
    No rent paid,(X),montgomery_county_marylandpercent_margin_of_error,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,montgomery_county_marylandpercent_margin_of_error,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),(X),montgomery_county_marylandpercent_margin_of_error,Unknown
        Less than 15.0 percent,±1.2,montgomery_county_marylandpercent_margin_of_error,Unknown
        15.0 to 19.9 percent,±1.3,montgomery_county_marylandpercent_margin_of_error,Unknown
        20.0 to 24.9 percent,±1.6,montgomery_county_marylandpercent_margin_of_error,Unknown
        25.0 to 29.9 percent,±1.6,montgomery_county_marylandpercent_margin_of_error,Unknown
        30.0 to 34.9 percent,±1.4,montgomery_county_marylandpercent_margin_of_error,Unknown
        35.0 percent or more,±2.5,montgomery_county_marylandpercent_margin_of_error,Unknown
    Not computed,(X),montgomery_county_marylandpercent_margin_of_error,Unknown
HOUSING OCCUPANCY,,wake_county_north_carolinaestimate,Unknown
    Total housing units,"411,470",wake_county_north_carolinaestimate,Unknown
        Occupied housing units,"382,638",wake_county_north_carolinaestimate,Unknown
        Vacant housing units,"28,832",wake_county_north_carolinaestimate,Unknown
    Homeowner vacancy rate,1.4,wake_county_north_carolinaestimate,Unknown
    Rental vacancy rate,4.9,wake_county_north_carolinaestimate,Unknown
UNITS IN STRUCTURE,,wake_county_north_carolinaestimate,Unknown
    Total housing units,"411,470",wake_county_north_carolinaestimate,Unknown
"        1-unit, detached","247,182",wake_county_north_carolinaestimate,Unknown
"        1-unit, attached","40,001",wake_county_north_carolinaestimate,Unknown
        2 units,"5,877",wake_county_north_carolinaestimate,Unknown
        3 or 4 units,"12,382",wake_county_north_carolinaestimate,Unknown
        5 to 9 units,"23,044",wake_county_north_carolinaestimate,Unknown
        10 to 19 units,"34,120",wake_county_north_carolinaestimate,Unknown
        20 or more units,"34,126",wake_county_north_carolinaestimate,Unknown
        Mobile home,"14,315",wake_county_north_carolinaestimate,Unknown
"        Boat, RV, van, etc.",423,wake_county_north_carolinaestimate,Unknown
YEAR STRUCTURE BUILT,,wake_county_north_carolinaestimate,Unknown
    Total housing units,"411,470",wake_county_north_carolinaestimate,Unknown
        Built 2014 or later,"5,663",wake_county_north_carolinaestimate,Unknown
        Built 2010 to 2013,"25,623",wake_county_north_carolinaestimate,Unknown
        Built 2000 to 2009,"118,048",wake_county_north_carolinaestimate,Unknown
        Built 1990 to 1999,"99,411",wake_county_north_carolinaestimate,Unknown
        Built 1980 to 1989,"65,876",wake_county_north_carolinaestimate,Unknown
        Built 1970 to 1979,"41,105",wake_county_north_carolinaestimate,Unknown
        Built 1960 to 1969,"26,166",wake_county_north_carolinaestimate,Unknown
        Built 1950 to 1959,"15,001",wake_county_north_carolinaestimate,Unknown
        Built 1940 to 1949,"5,790",wake_county_north_carolinaestimate,Unknown
        Built 1939 or earlier,"8,787",wake_county_north_carolinaestimate,Unknown
ROOMS,,wake_county_north_carolinaestimate,Unknown
    Total housing units,"411,470",wake_county_north_carolinaestimate,Unknown
        1 room,"5,011",wake_county_north_carolinaestimate,Unknown
        2 rooms,"12,654",wake_county_north_carolinaestimate,Unknown
        3 rooms,"31,739",wake_county_north_carolinaestimate,Unknown
        4 rooms,"58,991",wake_county_north_carolinaestimate,Unknown
        5 rooms,"71,135",wake_county_north_carolinaestimate,Unknown
        6 rooms,"61,841",wake_county_north_carolinaestimate,Unknown
        7 rooms,"50,986",wake_county_north_carolinaestimate,Unknown
        8 rooms,"40,765",wake_county_north_carolinaestimate,Unknown
        9 rooms or more,"78,348",wake_county_north_carolinaestimate,Unknown
        Median rooms,5.9,wake_county_north_carolinaestimate,Unknown
BEDROOMS,,wake_county_north_carolinaestimate,Unknown
    Total housing units,"411,470",wake_county_north_carolinaestimate,Unknown
        No bedroom,"5,203",wake_county_north_carolinaestimate,Unknown
        1 bedroom,"39,063",wake_county_north_carolinaestimate,Unknown
        2 bedrooms,"89,638",wake_county_north_carolinaestimate,Unknown
        3 bedrooms,"160,373",wake_county_north_carolinaestimate,Unknown
        4 bedrooms,"92,208",wake_county_north_carolinaestimate,Unknown
        5 or more bedrooms,"24,985",wake_county_north_carolinaestimate,Unknown
HOUSING TENURE,,wake_county_north_carolinaestimate,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinaestimate,Unknown
        Owner-occupied,"240,335",wake_county_north_carolinaestimate,Unknown
        Renter-occupied,"142,303",wake_county_north_carolinaestimate,Unknown
    Average household size of owner-occupied unit,2.74,wake_county_north_carolinaestimate,Unknown
    Average household size of renter-occupied unit,2.41,wake_county_north_carolinaestimate,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,wake_county_north_carolinaestimate,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinaestimate,Unknown
        Moved in 2015 or later,"34,809",wake_county_north_carolinaestimate,Unknown
        Moved in 2010 to 2014,"160,213",wake_county_north_carolinaestimate,Unknown
        Moved in 2000 to 2009,"114,797",wake_county_north_carolinaestimate,Unknown
        Moved in 1990 to 1999,"44,942",wake_county_north_carolinaestimate,Unknown
        Moved in 1980 to 1989,"14,512",wake_county_north_carolinaestimate,Unknown
        Moved in 1979 and earlier,"13,365",wake_county_north_carolinaestimate,Unknown
VEHICLES AVAILABLE,,wake_county_north_carolinaestimate,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinaestimate,Unknown
        No vehicles available,"15,601",wake_county_north_carolinaestimate,Unknown
        1 vehicle available,"116,551",wake_county_north_carolinaestimate,Unknown
        2 vehicles available,"171,897",wake_county_north_carolinaestimate,Unknown
        3 or more vehicles available,"78,589",wake_county_north_carolinaestimate,Unknown
HOUSE HEATING FUEL,,wake_county_north_carolinaestimate,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinaestimate,Unknown
        Utility gas,"159,690",wake_county_north_carolinaestimate,Unknown
"        Bottled, tank, or LP gas","12,879",wake_county_north_carolinaestimate,Unknown
        Electricity,"206,617",wake_county_north_carolinaestimate,Unknown
"        Fuel oil, kerosene, etc.","1,270",wake_county_north_carolinaestimate,Unknown
        Coal or coke,188,wake_county_north_carolinaestimate,Unknown
        Wood,968,wake_county_north_carolinaestimate,Unknown
        Solar energy,119,wake_county_north_carolinaestimate,Unknown
        Other fuel,370,wake_county_north_carolinaestimate,Unknown
        No fuel used,537,wake_county_north_carolinaestimate,Unknown
SELECTED CHARACTERISTICS,,wake_county_north_carolinaestimate,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinaestimate,Unknown
        Lacking complete plumbing facilities,982,wake_county_north_carolinaestimate,Unknown
        Lacking complete kitchen facilities,"1,344",wake_county_north_carolinaestimate,Unknown
        No telephone service available,"7,061",wake_county_north_carolinaestimate,Unknown
OCCUPANTS PER ROOM,,wake_county_north_carolinaestimate,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinaestimate,Unknown
        1.00 or less,"374,312",wake_county_north_carolinaestimate,Unknown
        1.01 to 1.50,"5,923",wake_county_north_carolinaestimate,Unknown
        1.51 or more,"2,403",wake_county_north_carolinaestimate,Unknown
VALUE,,wake_county_north_carolinaestimate,Unknown
    Owner-occupied units,"240,335",wake_county_north_carolinaestimate,Unknown
"        Less than $50,000","7,095",wake_county_north_carolinaestimate,Unknown
"        $50,000 to $99,999","8,516",wake_county_north_carolinaestimate,Unknown
"        $100,000 to $149,999","29,227",wake_county_north_carolinaestimate,Unknown
"        $150,000 to $199,999","41,139",wake_county_north_carolinaestimate,Unknown
"        $200,000 to $299,999","63,641",wake_county_north_carolinaestimate,Unknown
"        $300,000 to $499,999","66,367",wake_county_north_carolinaestimate,Unknown
"        $500,000 to $999,999","21,202",wake_county_north_carolinaestimate,Unknown
"        $1,000,000 or more","3,148",wake_county_north_carolinaestimate,Unknown
        Median (dollars),"252,500",wake_county_north_carolinaestimate,Unknown
MORTGAGE STATUS,,wake_county_north_carolinaestimate,Unknown
    Owner-occupied units,"240,335",wake_county_north_carolinaestimate,Unknown
        Housing units with a mortgage,"185,619",wake_county_north_carolinaestimate,Unknown
        Housing units without a mortgage,"54,716",wake_county_north_carolinaestimate,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,wake_county_north_carolinaestimate,Unknown
    Housing units with a mortgage,"185,619",wake_county_north_carolinaestimate,Unknown
        Less than $500,"1,129",wake_county_north_carolinaestimate,Unknown
        $500 to $999,"26,777",wake_county_north_carolinaestimate,Unknown
"        $1,000 to $1,499","62,036",wake_county_north_carolinaestimate,Unknown
"        $1,500 to $1,999","45,850",wake_county_north_carolinaestimate,Unknown
"        $2,000 to $2,499","23,591",wake_county_north_carolinaestimate,Unknown
"        $2,500 to $2,999","14,230",wake_county_north_carolinaestimate,Unknown
"        $3,000 or more","12,006",wake_county_north_carolinaestimate,Unknown
        Median (dollars),"1,528",wake_county_north_carolinaestimate,Unknown
    Housing units without a mortgage,"54,716",wake_county_north_carolinaestimate,Unknown
        Less than $250,"3,105",wake_county_north_carolinaestimate,Unknown
        $250 to $399,"12,376",wake_county_north_carolinaestimate,Unknown
        $400 to $599,"22,901",wake_county_north_carolinaestimate,Unknown
        $600 to $799,"9,749",wake_county_north_carolinaestimate,Unknown
        $800 to $999,"3,833",wake_county_north_carolinaestimate,Unknown
"        $1,000 or more","2,752",wake_county_north_carolinaestimate,Unknown
        Median (dollars),492,wake_county_north_carolinaestimate,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,wake_county_north_carolinaestimate,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"185,001",wake_county_north_carolinaestimate,Unknown
        Less than 20.0 percent,"93,836",wake_county_north_carolinaestimate,Unknown
        20.0 to 24.9 percent,"30,990",wake_county_north_carolinaestimate,Unknown
        25.0 to 29.9 percent,"20,804",wake_county_north_carolinaestimate,Unknown
        30.0 to 34.9 percent,"12,005",wake_county_north_carolinaestimate,Unknown
        35.0 percent or more,"27,366",wake_county_north_carolinaestimate,Unknown
    Not computed,618,wake_county_north_carolinaestimate,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"54,314",wake_county_north_carolinaestimate,Unknown
        Less than 10.0 percent,"30,054",wake_county_north_carolinaestimate,Unknown
        10.0 to 14.9 percent,"9,859",wake_county_north_carolinaestimate,Unknown
        15.0 to 19.9 percent,"5,561",wake_county_north_carolinaestimate,Unknown
        20.0 to 24.9 percent,"2,434",wake_county_north_carolinaestimate,Unknown
        25.0 to 29.9 percent,"1,233",wake_county_north_carolinaestimate,Unknown
        30.0 to 34.9 percent,"1,335",wake_county_north_carolinaestimate,Unknown
        35.0 percent or more,"3,838",wake_county_north_carolinaestimate,Unknown
    Not computed,402,wake_county_north_carolinaestimate,Unknown
GROSS RENT,,wake_county_north_carolinaestimate,Unknown
    Occupied units paying rent,"138,709",wake_county_north_carolinaestimate,Unknown
        Less than $500,"6,291",wake_county_north_carolinaestimate,Unknown
        $500 to $999,"64,197",wake_county_north_carolinaestimate,Unknown
"        $1,000 to $1,499","50,426",wake_county_north_carolinaestimate,Unknown
"        $1,500 to $1,999","12,975",wake_county_north_carolinaestimate,Unknown
"        $2,000 to $2,499","3,498",wake_county_north_carolinaestimate,Unknown
"        $2,500 to $2,999",646,wake_county_north_carolinaestimate,Unknown
"        $3,000 or more",676,wake_county_north_carolinaestimate,Unknown
        Median (dollars),995,wake_county_north_carolinaestimate,Unknown
    No rent paid,"3,594",wake_county_north_carolinaestimate,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,wake_county_north_carolinaestimate,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"137,219",wake_county_north_carolinaestimate,Unknown
        Less than 15.0 percent,"18,205",wake_county_north_carolinaestimate,Unknown
        15.0 to 19.9 percent,"21,989",wake_county_north_carolinaestimate,Unknown
        20.0 to 24.9 percent,"16,865",wake_county_north_carolinaestimate,Unknown
        25.0 to 29.9 percent,"19,080",wake_county_north_carolinaestimate,Unknown
        30.0 to 34.9 percent,"14,035",wake_county_north_carolinaestimate,Unknown
        35.0 percent or more,"47,045",wake_county_north_carolinaestimate,Unknown
    Not computed,"5,084",wake_county_north_carolinaestimate,Unknown
HOUSING OCCUPANCY,,wake_county_north_carolinamargin_of_error,Unknown
    Total housing units,±999,wake_county_north_carolinamargin_of_error,Unknown
        Occupied housing units,"±3,461",wake_county_north_carolinamargin_of_error,Unknown
        Vacant housing units,"±3,292",wake_county_north_carolinamargin_of_error,Unknown
    Homeowner vacancy rate,±0.5,wake_county_north_carolinamargin_of_error,Unknown
    Rental vacancy rate,±1.2,wake_county_north_carolinamargin_of_error,Unknown
UNITS IN STRUCTURE,,wake_county_north_carolinamargin_of_error,Unknown
    Total housing units,±999,wake_county_north_carolinamargin_of_error,Unknown
"        1-unit, detached","±5,030",wake_county_north_carolinamargin_of_error,Unknown
"        1-unit, attached","±3,250",wake_county_north_carolinamargin_of_error,Unknown
        2 units,"±1,276",wake_county_north_carolinamargin_of_error,Unknown
        3 or 4 units,"±1,623",wake_county_north_carolinamargin_of_error,Unknown
        5 to 9 units,"±2,361",wake_county_north_carolinamargin_of_error,Unknown
        10 to 19 units,"±3,373",wake_county_north_carolinamargin_of_error,Unknown
        20 or more units,"±2,876",wake_county_north_carolinamargin_of_error,Unknown
        Mobile home,"±2,265",wake_county_north_carolinamargin_of_error,Unknown
"        Boat, RV, van, etc.",±359,wake_county_north_carolinamargin_of_error,Unknown
YEAR STRUCTURE BUILT,,wake_county_north_carolinamargin_of_error,Unknown
    Total housing units,±999,wake_county_north_carolinamargin_of_error,Unknown
        Built 2014 or later,"±1,202",wake_county_north_carolinamargin_of_error,Unknown
        Built 2010 to 2013,"±2,333",wake_county_north_carolinamargin_of_error,Unknown
        Built 2000 to 2009,"±4,780",wake_county_north_carolinamargin_of_error,Unknown
        Built 1990 to 1999,"±4,316",wake_county_north_carolinamargin_of_error,Unknown
        Built 1980 to 1989,"±3,292",wake_county_north_carolinamargin_of_error,Unknown
        Built 1970 to 1979,"±3,290",wake_county_north_carolinamargin_of_error,Unknown
        Built 1960 to 1969,"±2,300",wake_county_north_carolinamargin_of_error,Unknown
        Built 1950 to 1959,"±1,624",wake_county_north_carolinamargin_of_error,Unknown
        Built 1940 to 1949,"±1,107",wake_county_north_carolinamargin_of_error,Unknown
        Built 1939 or earlier,"±1,350",wake_county_north_carolinamargin_of_error,Unknown
ROOMS,,wake_county_north_carolinamargin_of_error,Unknown
    Total housing units,±999,wake_county_north_carolinamargin_of_error,Unknown
        1 room,"±1,334",wake_county_north_carolinamargin_of_error,Unknown
        2 rooms,"±2,081",wake_county_north_carolinamargin_of_error,Unknown
        3 rooms,"±3,142",wake_county_north_carolinamargin_of_error,Unknown
        4 rooms,"±3,632",wake_county_north_carolinamargin_of_error,Unknown
        5 rooms,"±4,299",wake_county_north_carolinamargin_of_error,Unknown
        6 rooms,"±3,701",wake_county_north_carolinamargin_of_error,Unknown
        7 rooms,"±3,550",wake_county_north_carolinamargin_of_error,Unknown
        8 rooms,"±2,926",wake_county_north_carolinamargin_of_error,Unknown
        9 rooms or more,"±3,321",wake_county_north_carolinamargin_of_error,Unknown
        Median rooms,±0.1,wake_county_north_carolinamargin_of_error,Unknown
BEDROOMS,,wake_county_north_carolinamargin_of_error,Unknown
    Total housing units,±999,wake_county_north_carolinamargin_of_error,Unknown
        No bedroom,"±1,305",wake_county_north_carolinamargin_of_error,Unknown
        1 bedroom,"±3,368",wake_county_north_carolinamargin_of_error,Unknown
        2 bedrooms,"±4,148",wake_county_north_carolinamargin_of_error,Unknown
        3 bedrooms,"±5,407",wake_county_north_carolinamargin_of_error,Unknown
        4 bedrooms,"±4,106",wake_county_north_carolinamargin_of_error,Unknown
        5 or more bedrooms,"±2,433",wake_county_north_carolinamargin_of_error,Unknown
HOUSING TENURE,,wake_county_north_carolinamargin_of_error,Unknown
    Occupied housing units,"±3,461",wake_county_north_carolinamargin_of_error,Unknown
        Owner-occupied,"±3,848",wake_county_north_carolinamargin_of_error,Unknown
        Renter-occupied,"±3,728",wake_county_north_carolinamargin_of_error,Unknown
    Average household size of owner-occupied unit,±0.04,wake_county_north_carolinamargin_of_error,Unknown
    Average household size of renter-occupied unit,±0.06,wake_county_north_carolinamargin_of_error,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,wake_county_north_carolinamargin_of_error,Unknown
    Occupied housing units,"±3,461",wake_county_north_carolinamargin_of_error,Unknown
        Moved in 2015 or later,"±2,853",wake_county_north_carolinamargin_of_error,Unknown
        Moved in 2010 to 2014,"±4,994",wake_county_north_carolinamargin_of_error,Unknown
        Moved in 2000 to 2009,"±4,856",wake_county_north_carolinamargin_of_error,Unknown
        Moved in 1990 to 1999,"±2,807",wake_county_north_carolinamargin_of_error,Unknown
        Moved in 1980 to 1989,"±1,744",wake_county_north_carolinamargin_of_error,Unknown
        Moved in 1979 and earlier,"±1,342",wake_county_north_carolinamargin_of_error,Unknown
VEHICLES AVAILABLE,,wake_county_north_carolinamargin_of_error,Unknown
    Occupied housing units,"±3,461",wake_county_north_carolinamargin_of_error,Unknown
        No vehicles available,"±2,034",wake_county_north_carolinamargin_of_error,Unknown
        1 vehicle available,"±5,333",wake_county_north_carolinamargin_of_error,Unknown
        2 vehicles available,"±5,588",wake_county_north_carolinamargin_of_error,Unknown
        3 or more vehicles available,"±3,017",wake_county_north_carolinamargin_of_error,Unknown
HOUSE HEATING FUEL,,wake_county_north_carolinamargin_of_error,Unknown
    Occupied housing units,"±3,461",wake_county_north_carolinamargin_of_error,Unknown
        Utility gas,"±4,646",wake_county_north_carolinamargin_of_error,Unknown
"        Bottled, tank, or LP gas","±1,703",wake_county_north_carolinamargin_of_error,Unknown
        Electricity,"±5,195",wake_county_north_carolinamargin_of_error,Unknown
"        Fuel oil, kerosene, etc.",±500,wake_county_north_carolinamargin_of_error,Unknown
        Coal or coke,±304,wake_county_north_carolinamargin_of_error,Unknown
        Wood,±522,wake_county_north_carolinamargin_of_error,Unknown
        Solar energy,±116,wake_county_north_carolinamargin_of_error,Unknown
        Other fuel,±308,wake_county_north_carolinamargin_of_error,Unknown
        No fuel used,±299,wake_county_north_carolinamargin_of_error,Unknown
SELECTED CHARACTERISTICS,,wake_county_north_carolinamargin_of_error,Unknown
    Occupied housing units,"±3,461",wake_county_north_carolinamargin_of_error,Unknown
        Lacking complete plumbing facilities,±614,wake_county_north_carolinamargin_of_error,Unknown
        Lacking complete kitchen facilities,±623,wake_county_north_carolinamargin_of_error,Unknown
        No telephone service available,"±1,281",wake_county_north_carolinamargin_of_error,Unknown
OCCUPANTS PER ROOM,,wake_county_north_carolinamargin_of_error,Unknown
    Occupied housing units,"±3,461",wake_county_north_carolinamargin_of_error,Unknown
        1.00 or less,"±3,893",wake_county_north_carolinamargin_of_error,Unknown
        1.01 to 1.50,"±1,583",wake_county_north_carolinamargin_of_error,Unknown
        1.51 or more,±866,wake_county_north_carolinamargin_of_error,Unknown
VALUE,,wake_county_north_carolinamargin_of_error,Unknown
    Owner-occupied units,"±3,848",wake_county_north_carolinamargin_of_error,Unknown
"        Less than $50,000","±1,572",wake_county_north_carolinamargin_of_error,Unknown
"        $50,000 to $99,999","±1,495",wake_county_north_carolinamargin_of_error,Unknown
"        $100,000 to $149,999","±2,825",wake_county_north_carolinamargin_of_error,Unknown
"        $150,000 to $199,999","±3,230",wake_county_north_carolinamargin_of_error,Unknown
"        $200,000 to $299,999","±3,490",wake_county_north_carolinamargin_of_error,Unknown
"        $300,000 to $499,999","±3,349",wake_county_north_carolinamargin_of_error,Unknown
"        $500,000 to $999,999","±1,698",wake_county_north_carolinamargin_of_error,Unknown
"        $1,000,000 or more",±742,wake_county_north_carolinamargin_of_error,Unknown
        Median (dollars),"±5,426",wake_county_north_carolinamargin_of_error,Unknown
MORTGAGE STATUS,,wake_county_north_carolinamargin_of_error,Unknown
    Owner-occupied units,"±3,848",wake_county_north_carolinamargin_of_error,Unknown
        Housing units with a mortgage,"±4,596",wake_county_north_carolinamargin_of_error,Unknown
        Housing units without a mortgage,"±3,073",wake_county_north_carolinamargin_of_error,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,wake_county_north_carolinamargin_of_error,Unknown
    Housing units with a mortgage,"±4,596",wake_county_north_carolinamargin_of_error,Unknown
        Less than $500,±439,wake_county_north_carolinamargin_of_error,Unknown
        $500 to $999,"±2,638",wake_county_north_carolinamargin_of_error,Unknown
"        $1,000 to $1,499","±3,419",wake_county_north_carolinamargin_of_error,Unknown
"        $1,500 to $1,999","±3,055",wake_county_north_carolinamargin_of_error,Unknown
"        $2,000 to $2,499","±2,226",wake_county_north_carolinamargin_of_error,Unknown
"        $2,500 to $2,999","±1,712",wake_county_north_carolinamargin_of_error,Unknown
"        $3,000 or more","±1,446",wake_county_north_carolinamargin_of_error,Unknown
        Median (dollars),±32,wake_county_north_carolinamargin_of_error,Unknown
    Housing units without a mortgage,"±3,073",wake_county_north_carolinamargin_of_error,Unknown
        Less than $250,±807,wake_county_north_carolinamargin_of_error,Unknown
        $250 to $399,"±1,458",wake_county_north_carolinamargin_of_error,Unknown
        $400 to $599,"±2,168",wake_county_north_carolinamargin_of_error,Unknown
        $600 to $799,"±1,327",wake_county_north_carolinamargin_of_error,Unknown
        $800 to $999,"±1,040",wake_county_north_carolinamargin_of_error,Unknown
"        $1,000 or more",±705,wake_county_north_carolinamargin_of_error,Unknown
        Median (dollars),±12,wake_county_north_carolinamargin_of_error,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,wake_county_north_carolinamargin_of_error,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"±4,598",wake_county_north_carolinamargin_of_error,Unknown
        Less than 20.0 percent,"±4,254",wake_county_north_carolinamargin_of_error,Unknown
        20.0 to 24.9 percent,"±2,441",wake_county_north_carolinamargin_of_error,Unknown
        25.0 to 29.9 percent,"±2,932",wake_county_north_carolinamargin_of_error,Unknown
        30.0 to 34.9 percent,"±1,884",wake_county_north_carolinamargin_of_error,Unknown
        35.0 percent or more,"±2,398",wake_county_north_carolinamargin_of_error,Unknown
    Not computed,±361,wake_county_north_carolinamargin_of_error,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"±3,097",wake_county_north_carolinamargin_of_error,Unknown
        Less than 10.0 percent,"±2,207",wake_county_north_carolinamargin_of_error,Unknown
        10.0 to 14.9 percent,"±1,408",wake_county_north_carolinamargin_of_error,Unknown
        15.0 to 19.9 percent,"±1,017",wake_county_north_carolinamargin_of_error,Unknown
        20.0 to 24.9 percent,±720,wake_county_north_carolinamargin_of_error,Unknown
        25.0 to 29.9 percent,±511,wake_county_north_carolinamargin_of_error,Unknown
        30.0 to 34.9 percent,±533,wake_county_north_carolinamargin_of_error,Unknown
        35.0 percent or more,±980,wake_county_north_carolinamargin_of_error,Unknown
    Not computed,±240,wake_county_north_carolinamargin_of_error,Unknown
GROSS RENT,,wake_county_north_carolinamargin_of_error,Unknown
    Occupied units paying rent,"±3,865",wake_county_north_carolinamargin_of_error,Unknown
        Less than $500,"±1,199",wake_county_north_carolinamargin_of_error,Unknown
        $500 to $999,"±3,504",wake_county_north_carolinamargin_of_error,Unknown
"        $1,000 to $1,499","±3,270",wake_county_north_carolinamargin_of_error,Unknown
"        $1,500 to $1,999","±2,270",wake_county_north_carolinamargin_of_error,Unknown
"        $2,000 to $2,499",±931,wake_county_north_carolinamargin_of_error,Unknown
"        $2,500 to $2,999",±422,wake_county_north_carolinamargin_of_error,Unknown
"        $3,000 or more",±292,wake_county_north_carolinamargin_of_error,Unknown
        Median (dollars),±15,wake_county_north_carolinamargin_of_error,Unknown
    No rent paid,"±1,008",wake_county_north_carolinamargin_of_error,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,wake_county_north_carolinamargin_of_error,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"±3,875",wake_county_north_carolinamargin_of_error,Unknown
        Less than 15.0 percent,"±2,274",wake_county_north_carolinamargin_of_error,Unknown
        15.0 to 19.9 percent,"±2,344",wake_county_north_carolinamargin_of_error,Unknown
        20.0 to 24.9 percent,"±2,322",wake_county_north_carolinamargin_of_error,Unknown
        25.0 to 29.9 percent,"±2,598",wake_county_north_carolinamargin_of_error,Unknown
        30.0 to 34.9 percent,"±2,096",wake_county_north_carolinamargin_of_error,Unknown
        35.0 percent or more,"±3,474",wake_county_north_carolinamargin_of_error,Unknown
    Not computed,"±1,129",wake_county_north_carolinamargin_of_error,Unknown
HOUSING OCCUPANCY,,wake_county_north_carolinapercent,Unknown
    Total housing units,"411,470",wake_county_north_carolinapercent,Unknown
        Occupied housing units,93.0%,wake_county_north_carolinapercent,Unknown
        Vacant housing units,7.0%,wake_county_north_carolinapercent,Unknown
    Homeowner vacancy rate,(X),wake_county_north_carolinapercent,Unknown
    Rental vacancy rate,(X),wake_county_north_carolinapercent,Unknown
UNITS IN STRUCTURE,,wake_county_north_carolinapercent,Unknown
    Total housing units,"411,470",wake_county_north_carolinapercent,Unknown
"        1-unit, detached",60.1%,wake_county_north_carolinapercent,Unknown
"        1-unit, attached",9.7%,wake_county_north_carolinapercent,Unknown
        2 units,1.4%,wake_county_north_carolinapercent,Unknown
        3 or 4 units,3.0%,wake_county_north_carolinapercent,Unknown
        5 to 9 units,5.6%,wake_county_north_carolinapercent,Unknown
        10 to 19 units,8.3%,wake_county_north_carolinapercent,Unknown
        20 or more units,8.3%,wake_county_north_carolinapercent,Unknown
        Mobile home,3.5%,wake_county_north_carolinapercent,Unknown
"        Boat, RV, van, etc.",0.1%,wake_county_north_carolinapercent,Unknown
YEAR STRUCTURE BUILT,,wake_county_north_carolinapercent,Unknown
    Total housing units,"411,470",wake_county_north_carolinapercent,Unknown
        Built 2014 or later,1.4%,wake_county_north_carolinapercent,Unknown
        Built 2010 to 2013,6.2%,wake_county_north_carolinapercent,Unknown
        Built 2000 to 2009,28.7%,wake_county_north_carolinapercent,Unknown
        Built 1990 to 1999,24.2%,wake_county_north_carolinapercent,Unknown
        Built 1980 to 1989,16.0%,wake_county_north_carolinapercent,Unknown
        Built 1970 to 1979,10.0%,wake_county_north_carolinapercent,Unknown
